center,target,opposite,center_label,target_label,opposite_label,target_dist,opposite_dist,self_emo_shift
train_dia9_utt6_spk9,train_dia9_utt5_spk0,pad,neutral,neutral,pad,1,None,0.0
train_dia9_utt7_spk0,train_dia9_utt6_spk9,pad,neutral,neutral,pad,1,None,0.0
train_dia9_utt8_spk9,train_dia9_utt7_spk0,pad,neutral,neutral,pad,1,None,0.0
train_dia9_utt9_spk0,train_dia9_utt8_spk9,pad,joy,neutral,pad,1,None,1.0
train_dia9_utt10_spk6,train_dia9_utt9_spk0,pad,neutral,joy,pad,1,None,1.0
train_dia9_utt11_spk0,train_dia9_utt10_spk6,pad,neutral,neutral,pad,1,None,0.0
train_dia9_utt13_spk0,train_dia9_utt11_spk0,pad,anger,neutral,pad,1,None,1.0
train_dia10_utt0_spk5,pad,pad,anger,pad,pad,None,None,0.0
train_dia10_utt1_spk5,train_dia10_utt0_spk5,pad,anger,anger,pad,1,None,0.0
train_dia10_utt2_spk5,train_dia10_utt1_spk5,pad,anger,anger,pad,1,None,0.0
train_dia10_utt3_spk5,train_dia10_utt2_spk5,pad,anger,anger,pad,1,None,0.0
train_dia10_utt4_spk5,train_dia10_utt3_spk5,pad,anger,anger,pad,1,None,0.0
train_dia10_utt5_spk4,train_dia10_utt4_spk5,pad,neutral,anger,pad,1,None,1.0
train_dia11_utt0_spk6,pad,pad,neutral,pad,pad,None,None,0.0
train_dia11_utt1_spk4,train_dia11_utt0_spk6,pad,anger,neutral,pad,1,None,1.0
train_dia11_utt2_spk6,train_dia11_utt1_spk4,pad,neutral,anger,pad,1,None,1.0
train_dia11_utt3_spk0,train_dia11_utt2_spk6,pad,joy,neutral,pad,1,None,1.0
train_dia11_utt4_spk5,train_dia11_utt3_spk0,pad,neutral,joy,pad,1,None,1.0
train_dia11_utt5_spk5,train_dia11_utt4_spk5,pad,neutral,neutral,pad,1,None,0.0
train_dia11_utt6_spk6,train_dia11_utt5_spk5,pad,joy,neutral,pad,1,None,1.0
train_dia11_utt7_spk2,train_dia11_utt6_spk6,pad,joy,joy,pad,1,None,0.0
train_dia11_utt8_spk2,train_dia11_utt7_spk2,pad,joy,joy,pad,1,None,0.0
train_dia11_utt9_spk5,train_dia11_utt8_spk2,pad,joy,joy,pad,1,None,0.0
train_dia12_utt0_spk0,pad,pad,neutral,pad,pad,None,None,0.0
train_dia12_utt1_spk2,train_dia12_utt0_spk0,pad,joy,neutral,pad,1,None,1.0
train_dia12_utt5_spk2,train_dia12_utt1_spk2,pad,neutral,joy,pad,1,None,1.0
train_dia12_utt7_spk2,train_dia12_utt5_spk2,pad,neutral,neutral,pad,1,None,0.0
train_dia12_utt11_spk2,train_dia12_utt7_spk2,pad,anger,neutral,pad,1,None,1.0
train_dia13_utt0_spk10,pad,pad,joy,pad,pad,None,None,0.0
train_dia13_utt1_spk6,pad,train_dia13_utt0_spk10,neutral,pad,joy,None,1,0.0
train_dia13_utt3_spk6,train_dia13_utt1_spk6,train_dia13_utt0_spk10,neutral,neutral,joy,1,2,0.0
train_dia14_utt0_spk6,pad,pad,neutral,pad,pad,None,None,0.0
train_dia14_utt1_spk10,pad,train_dia14_utt0_spk6,neutral,pad,neutral,None,1,0.0
train_dia14_utt2_spk6,train_dia14_utt0_spk6,train_dia14_utt1_spk10,neutral,neutral,neutral,2,1,0.0
train_dia14_utt4_spk6,train_dia14_utt2_spk6,train_dia14_utt1_spk10,neutral,neutral,neutral,1,2,0.0
train_dia14_utt5_spk10,train_dia14_utt1_spk10,train_dia14_utt4_spk6,neutral,neutral,neutral,3,1,0.0
train_dia15_utt0_spk6,pad,pad,anger,pad,pad,None,None,0.0
train_dia15_utt1_spk11,pad,train_dia15_utt0_spk6,neutral,pad,anger,None,1,0.0
train_dia15_utt2_spk6,train_dia15_utt0_spk6,train_dia15_utt1_spk11,neutral,anger,neutral,2,1,1.0
train_dia15_utt3_spk11,train_dia15_utt1_spk11,train_dia15_utt2_spk6,sadness,neutral,neutral,2,1,1.0
train_dia15_utt5_spk11,train_dia15_utt3_spk11,train_dia15_utt2_spk6,sadness,sadness,neutral,1,2,0.0
train_dia15_utt6_spk6,train_dia15_utt2_spk6,train_dia15_utt5_spk11,anger,neutral,sadness,3,1,1.0
train_dia15_utt7_spk11,train_dia15_utt5_spk11,train_dia15_utt6_spk6,sadness,sadness,anger,2,1,0.0
train_dia15_utt8_spk6,train_dia15_utt6_spk6,train_dia15_utt7_spk11,neutral,anger,sadness,2,1,1.0
train_dia15_utt9_spk11,train_dia15_utt7_spk11,train_dia15_utt8_spk6,sadness,sadness,neutral,2,1,0.0
train_dia15_utt10_spk11,train_dia15_utt9_spk11,train_dia15_utt8_spk6,neutral,sadness,neutral,1,2,1.0
train_dia15_utt11_spk11,train_dia15_utt10_spk11,train_dia15_utt8_spk6,neutral,neutral,neutral,1,3,0.0
train_dia15_utt12_spk12,train_dia15_utt11_spk11,train_dia15_utt8_spk6,neutral,neutral,neutral,1,4,0.0
train_dia15_utt13_spk6,train_dia15_utt8_spk6,train_dia15_utt12_spk12,neutral,neutral,neutral,5,1,0.0
train_dia15_utt14_spk11,train_dia15_utt12_spk12,train_dia15_utt13_spk6,neutral,neutral,neutral,2,1,0.0
train_dia15_utt15_spk13,train_dia15_utt14_spk11,train_dia15_utt13_spk6,joy,neutral,neutral,1,2,1.0
train_dia15_utt16_spk6,train_dia15_utt13_spk6,train_dia15_utt15_spk13,anger,neutral,joy,3,1,1.0
train_dia15_utt17_spk6,train_dia15_utt16_spk6,train_dia15_utt15_spk13,anger,anger,joy,1,2,0.0
train_dia15_utt18_spk6,train_dia15_utt17_spk6,train_dia15_utt15_spk13,anger,anger,joy,1,3,0.0
train_dia15_utt19_spk6,train_dia15_utt18_spk6,train_dia15_utt15_spk13,neutral,anger,joy,1,4,1.0
train_dia15_utt20_spk6,train_dia15_utt19_spk6,train_dia15_utt15_spk13,anger,neutral,joy,1,5,1.0
train_dia15_utt21_spk6,train_dia15_utt20_spk6,train_dia15_utt15_spk13,joy,anger,joy,1,6,1.0
train_dia15_utt22_spk6,train_dia15_utt21_spk6,train_dia15_utt15_spk13,joy,joy,joy,1,7,0.0
train_dia16_utt0_spk6,pad,pad,joy,pad,pad,None,None,0.0
train_dia16_utt1_spk3,train_dia16_utt0_spk6,pad,joy,joy,pad,1,None,0.0
train_dia16_utt4_spk5,train_dia16_utt1_spk3,pad,neutral,joy,pad,1,None,1.0
train_dia16_utt5_spk6,train_dia16_utt4_spk5,pad,neutral,neutral,pad,1,None,0.0
train_dia17_utt0_spk2,pad,pad,anger,pad,pad,None,None,0.0
train_dia17_utt1_spk2,train_dia17_utt0_spk2,pad,joy,anger,pad,1,None,1.0
train_dia17_utt2_spk0,train_dia17_utt1_spk2,pad,neutral,joy,pad,1,None,1.0
train_dia17_utt3_spk4,train_dia17_utt2_spk0,pad,neutral,neutral,pad,1,None,0.0
train_dia17_utt5_spk4,train_dia17_utt3_spk4,pad,neutral,neutral,pad,1,None,0.0
train_dia17_utt7_spk14,pad,train_dia17_utt5_spk4,joy,pad,neutral,None,1,0.0
train_dia17_utt8_spk6,train_dia17_utt5_spk4,train_dia17_utt7_spk14,joy,neutral,joy,2,1,1.0
train_dia17_utt9_spk14,train_dia17_utt7_spk14,train_dia17_utt8_spk6,joy,joy,joy,2,1,0.0
train_dia17_utt10_spk6,train_dia17_utt8_spk6,train_dia17_utt9_spk14,joy,joy,joy,2,1,0.0
train_dia18_utt0_spk6,pad,pad,neutral,pad,pad,None,None,0.0
train_dia18_utt1_spk2,train_dia18_utt0_spk6,pad,neutral,neutral,pad,1,None,0.0
train_dia18_utt2_spk6,train_dia18_utt1_spk2,pad,neutral,neutral,pad,1,None,0.0
train_dia18_utt3_spk2,train_dia18_utt2_spk6,pad,joy,neutral,pad,1,None,1.0
train_dia18_utt4_spk6,train_dia18_utt3_spk2,pad,neutral,joy,pad,1,None,1.0
train_dia18_utt5_spk2,train_dia18_utt4_spk6,pad,joy,neutral,pad,1,None,1.0
train_dia18_utt7_spk6,train_dia18_utt5_spk2,pad,neutral,joy,pad,1,None,1.0
train_dia18_utt8_spk2,train_dia18_utt7_spk6,pad,sadness,neutral,pad,1,None,1.0
train_dia19_utt0_spk2,pad,pad,neutral,pad,pad,None,None,0.0
train_dia19_utt1_spk5,train_dia19_utt0_spk2,pad,neutral,neutral,pad,1,None,0.0
train_dia20_utt0_spk3,pad,pad,neutral,pad,pad,None,None,0.0
train_dia20_utt1_spk2,train_dia20_utt0_spk3,pad,joy,neutral,pad,1,None,1.0
train_dia20_utt2_spk5,train_dia20_utt1_spk2,pad,joy,joy,pad,1,None,0.0
train_dia20_utt3_spk2,train_dia20_utt2_spk5,pad,joy,joy,pad,1,None,0.0
train_dia20_utt4_spk2,train_dia20_utt3_spk2,pad,joy,joy,pad,1,None,0.0
train_dia20_utt5_spk2,train_dia20_utt4_spk2,pad,joy,joy,pad,1,None,0.0
train_dia20_utt6_spk2,train_dia20_utt5_spk2,pad,joy,joy,pad,1,None,0.0
train_dia20_utt7_spk2,train_dia20_utt6_spk2,pad,joy,joy,pad,1,None,0.0
train_dia20_utt8_spk2,train_dia20_utt7_spk2,pad,neutral,joy,pad,1,None,1.0
train_dia20_utt9_spk2,train_dia20_utt8_spk2,pad,neutral,neutral,pad,1,None,0.0
train_dia20_utt10_spk5,train_dia20_utt9_spk2,pad,neutral,neutral,pad,1,None,0.0
train_dia20_utt11_spk2,train_dia20_utt10_spk5,pad,neutral,neutral,pad,1,None,0.0
train_dia20_utt12_spk2,train_dia20_utt11_spk2,pad,joy,neutral,pad,1,None,1.0
train_dia20_utt13_spk2,train_dia20_utt12_spk2,pad,joy,joy,pad,1,None,0.0
train_dia20_utt14_spk2,train_dia20_utt13_spk2,pad,joy,joy,pad,1,None,0.0
train_dia20_utt16_spk2,train_dia20_utt14_spk2,pad,neutral,joy,pad,1,None,1.0
train_dia21_utt1_spk6,pad,pad,neutral,pad,pad,None,None,0.0
train_dia21_utt2_spk4,train_dia21_utt1_spk6,pad,joy,neutral,pad,1,None,1.0
train_dia21_utt4_spk6,train_dia21_utt2_spk4,pad,neutral,joy,pad,1,None,1.0
train_dia21_utt6_spk5,train_dia21_utt4_spk6,pad,anger,neutral,pad,1,None,1.0
train_dia21_utt7_spk6,train_dia21_utt6_spk5,pad,neutral,anger,pad,1,None,1.0
train_dia21_utt9_spk5,train_dia21_utt7_spk6,pad,neutral,neutral,pad,1,None,0.0
train_dia21_utt10_spk5,train_dia21_utt9_spk5,pad,neutral,neutral,pad,1,None,0.0
train_dia21_utt12_spk4,train_dia21_utt10_spk5,pad,neutral,neutral,pad,1,None,0.0
train_dia21_utt13_spk5,train_dia21_utt12_spk4,pad,joy,neutral,pad,1,None,1.0
train_dia22_utt1_spk15,pad,pad,neutral,pad,pad,None,None,0.0
train_dia22_utt3_spk15,train_dia22_utt1_spk15,pad,neutral,neutral,pad,1,None,0.0
train_dia23_utt1_spk0,pad,pad,anger,pad,pad,None,None,0.0
train_dia23_utt3_spk3,train_dia23_utt1_spk0,pad,joy,anger,pad,1,None,1.0
train_dia23_utt4_spk4,train_dia23_utt3_spk3,pad,neutral,joy,pad,1,None,1.0
train_dia23_utt5_spk6,train_dia23_utt4_spk4,pad,neutral,neutral,pad,1,None,0.0
train_dia23_utt6_spk3,train_dia23_utt5_spk6,pad,neutral,neutral,pad,1,None,0.0
train_dia23_utt7_spk4,train_dia23_utt6_spk3,pad,neutral,neutral,pad,1,None,0.0
train_dia24_utt0_spk3,pad,pad,neutral,pad,pad,None,None,0.0
train_dia24_utt1_spk3,train_dia24_utt0_spk3,pad,neutral,neutral,pad,1,None,0.0
train_dia24_utt2_spk3,train_dia24_utt1_spk3,pad,neutral,neutral,pad,1,None,0.0
train_dia24_utt3_spk6,train_dia24_utt2_spk3,pad,joy,neutral,pad,1,None,1.0
train_dia24_utt5_spk6,train_dia24_utt3_spk6,pad,neutral,joy,pad,1,None,1.0
train_dia24_utt6_spk6,train_dia24_utt5_spk6,pad,neutral,neutral,pad,1,None,0.0
train_dia24_utt7_spk3,train_dia24_utt6_spk6,pad,joy,neutral,pad,1,None,1.0
train_dia25_utt0_spk16,pad,pad,joy,pad,pad,None,None,0.0
train_dia25_utt1_spk2,pad,train_dia25_utt0_spk16,joy,pad,joy,None,1,0.0
train_dia25_utt2_spk16,train_dia25_utt0_spk16,train_dia25_utt1_spk2,joy,joy,joy,2,1,0.0
train_dia25_utt3_spk2,train_dia25_utt1_spk2,train_dia25_utt2_spk16,joy,joy,joy,2,1,0.0
train_dia25_utt4_spk16,train_dia25_utt2_spk16,train_dia25_utt3_spk2,neutral,joy,joy,2,1,1.0
train_dia25_utt5_spk2,train_dia25_utt3_spk2,train_dia25_utt4_spk16,neutral,joy,neutral,2,1,1.0
train_dia25_utt6_spk16,train_dia25_utt4_spk16,train_dia25_utt5_spk2,neutral,neutral,neutral,2,1,0.0
train_dia25_utt7_spk2,train_dia25_utt5_spk2,train_dia25_utt6_spk16,neutral,neutral,neutral,2,1,0.0
train_dia25_utt8_spk16,train_dia25_utt6_spk16,train_dia25_utt7_spk2,neutral,neutral,neutral,2,1,0.0
train_dia25_utt9_spk2,train_dia25_utt7_spk2,train_dia25_utt8_spk16,neutral,neutral,neutral,2,1,0.0
train_dia25_utt10_spk16,train_dia25_utt8_spk16,train_dia25_utt9_spk2,neutral,neutral,neutral,2,1,0.0
train_dia25_utt12_spk16,train_dia25_utt10_spk16,train_dia25_utt9_spk2,neutral,neutral,neutral,1,2,0.0
train_dia25_utt13_spk2,train_dia25_utt9_spk2,train_dia25_utt12_spk16,neutral,neutral,neutral,3,1,0.0
train_dia26_utt1_spk2,pad,pad,neutral,pad,pad,None,None,0.0
train_dia26_utt3_spk2,train_dia26_utt1_spk2,pad,neutral,neutral,pad,1,None,0.0
train_dia26_utt4_spk18,pad,train_dia26_utt3_spk2,neutral,pad,neutral,None,1,0.0
train_dia26_utt5_spk6,train_dia26_utt3_spk2,train_dia26_utt4_spk18,joy,neutral,neutral,2,1,1.0
train_dia26_utt6_spk2,train_dia26_utt5_spk6,train_dia26_utt4_spk18,joy,joy,neutral,1,2,0.0
train_dia26_utt7_spk6,train_dia26_utt6_spk2,train_dia26_utt4_spk18,joy,joy,neutral,1,3,0.0
train_dia26_utt8_spk18,train_dia26_utt4_spk18,train_dia26_utt7_spk6,neutral,neutral,joy,4,1,0.0
train_dia26_utt9_spk18,train_dia26_utt8_spk18,train_dia26_utt7_spk6,neutral,neutral,joy,1,2,0.0
train_dia26_utt10_spk18,train_dia26_utt9_spk18,train_dia26_utt7_spk6,neutral,neutral,joy,1,3,0.0
train_dia26_utt11_spk2,train_dia26_utt7_spk6,train_dia26_utt10_spk18,sadness,joy,neutral,4,1,1.0
train_dia26_utt12_spk6,train_dia26_utt11_spk2,train_dia26_utt10_spk18,neutral,sadness,neutral,1,2,1.0
train_dia26_utt13_spk6,train_dia26_utt12_spk6,train_dia26_utt10_spk18,neutral,neutral,neutral,1,3,0.0
train_dia27_utt0_spk4,pad,pad,sadness,pad,pad,None,None,0.0
train_dia27_utt1_spk0,train_dia27_utt0_spk4,pad,joy,sadness,pad,1,None,1.0
train_dia28_utt0_spk6,pad,pad,anger,pad,pad,None,None,0.0
train_dia28_utt1_spk6,train_dia28_utt0_spk6,pad,anger,anger,pad,1,None,0.0
train_dia28_utt2_spk6,train_dia28_utt1_spk6,pad,anger,anger,pad,1,None,0.0
train_dia28_utt3_spk6,train_dia28_utt2_spk6,pad,joy,anger,pad,1,None,1.0
train_dia28_utt5_spk6,train_dia28_utt3_spk6,pad,joy,joy,pad,1,None,0.0
train_dia28_utt7_spk6,train_dia28_utt5_spk6,pad,sadness,joy,pad,1,None,1.0
train_dia29_utt1_spk0,pad,pad,joy,pad,pad,None,None,0.0
train_dia29_utt2_spk4,train_dia29_utt1_spk0,pad,neutral,joy,pad,1,None,1.0
train_dia29_utt3_spk0,train_dia29_utt2_spk4,pad,joy,neutral,pad,1,None,1.0
train_dia29_utt6_spk4,train_dia29_utt3_spk0,pad,anger,joy,pad,1,None,1.0
train_dia29_utt7_spk4,train_dia29_utt6_spk4,pad,anger,anger,pad,1,None,0.0
train_dia29_utt8_spk4,train_dia29_utt7_spk4,pad,anger,anger,pad,1,None,0.0
train_dia29_utt9_spk0,train_dia29_utt8_spk4,pad,neutral,anger,pad,1,None,1.0
train_dia29_utt10_spk4,train_dia29_utt9_spk0,pad,anger,neutral,pad,1,None,1.0
train_dia29_utt11_spk4,train_dia29_utt10_spk4,pad,anger,anger,pad,1,None,0.0
train_dia29_utt13_spk6,train_dia29_utt11_spk4,pad,neutral,anger,pad,1,None,1.0
train_dia30_utt0_spk20,pad,pad,neutral,pad,pad,None,None,0.0
train_dia30_utt1_spk6,pad,train_dia30_utt0_spk20,joy,pad,neutral,None,1,0.0
train_dia30_utt2_spk21,train_dia30_utt0_spk20,train_dia30_utt1_spk6,neutral,neutral,joy,2,1,0.0
train_dia30_utt3_spk6,train_dia30_utt1_spk6,train_dia30_utt2_spk21,neutral,joy,neutral,2,1,1.0
train_dia30_utt4_spk21,train_dia30_utt2_spk21,train_dia30_utt3_spk6,anger,neutral,neutral,2,1,1.0
train_dia30_utt6_spk21,train_dia30_utt4_spk21,train_dia30_utt3_spk6,anger,anger,neutral,1,2,0.0
train_dia30_utt8_spk21,train_dia30_utt6_spk21,train_dia30_utt3_spk6,neutral,anger,neutral,1,3,1.0
train_dia30_utt9_spk6,train_dia30_utt3_spk6,train_dia30_utt8_spk21,neutral,neutral,neutral,4,1,0.0
train_dia30_utt10_spk6,train_dia30_utt9_spk6,train_dia30_utt8_spk21,neutral,neutral,neutral,1,2,0.0
train_dia30_utt12_spk21,train_dia30_utt8_spk21,train_dia30_utt10_spk6,neutral,neutral,neutral,3,1,0.0
train_dia30_utt13_spk6,train_dia30_utt10_spk6,train_dia30_utt12_spk21,neutral,neutral,neutral,2,1,0.0
train_dia30_utt14_spk21,train_dia30_utt12_spk21,train_dia30_utt13_spk6,anger,neutral,neutral,2,1,1.0
train_dia31_utt0_spk2,pad,pad,neutral,pad,pad,None,None,0.0
train_dia31_utt1_spk22,pad,train_dia31_utt0_spk2,neutral,pad,neutral,None,1,0.0
train_dia31_utt2_spk2,train_dia31_utt0_spk2,train_dia31_utt1_spk22,neutral,neutral,neutral,2,1,0.0
train_dia31_utt3_spk5,train_dia31_utt2_spk2,train_dia31_utt1_spk22,neutral,neutral,neutral,1,2,0.0
train_dia32_utt1_spk5,pad,pad,neutral,pad,pad,None,None,0.0
train_dia32_utt3_spk5,train_dia32_utt1_spk5,pad,neutral,neutral,pad,1,None,0.0
train_dia32_utt5_spk5,train_dia32_utt3_spk5,pad,neutral,neutral,pad,1,None,0.0
train_dia32_utt8_spk6,train_dia32_utt5_spk5,pad,neutral,neutral,pad,1,None,0.0
train_dia32_utt10_spk6,train_dia32_utt8_spk6,pad,joy,neutral,pad,1,None,1.0
train_dia32_utt11_spk6,train_dia32_utt10_spk6,pad,joy,joy,pad,1,None,0.0
train_dia32_utt12_spk6,train_dia32_utt11_spk6,pad,anger,joy,pad,1,None,1.0
train_dia32_utt13_spk6,train_dia32_utt12_spk6,pad,anger,anger,pad,1,None,0.0
train_dia32_utt14_spk6,train_dia32_utt13_spk6,pad,anger,anger,pad,1,None,0.0
train_dia32_utt15_spk0,train_dia32_utt14_spk6,pad,neutral,anger,pad,1,None,1.0
train_dia32_utt16_spk2,train_dia32_utt15_spk0,pad,neutral,neutral,pad,1,None,0.0
train_dia32_utt18_spk6,train_dia32_utt16_spk2,pad,neutral,neutral,pad,1,None,0.0
train_dia33_utt1_spk2,pad,pad,joy,pad,pad,None,None,0.0
train_dia33_utt2_spk6,train_dia33_utt1_spk2,pad,neutral,joy,pad,1,None,1.0
train_dia33_utt3_spk0,train_dia33_utt2_spk6,pad,neutral,neutral,pad,1,None,0.0
