center,target,opposite,center_label,target_label,opposite_label,target_dist,opposite_dist,self_emo_shift,self_time_dur,closest_time_dur
test_dia8_utt2_spk9,test_dia8_utt1_spk7,pad,neutral,joy,pad,1,None,1,0,0
test_dia8_utt4_spk7,test_dia8_utt3_spk3,pad,neutral,surprise,pad,1,None,1,0,0
test_dia8_utt6_spk9,test_dia8_utt5_spk7,pad,joy,neutral,pad,1,None,1,0,0
test_dia9_utt1_spk6,test_dia9_utt0_spk5,pad,neutral,fear,pad,1,None,1,0,0
test_dia9_utt5_spk2,test_dia9_utt4_spk1,test_dia9_utt2_spk10,neutral,surprise,sadness,1,3,1,0,0
test_dia9_utt7_spk6,test_dia9_utt5_spk2,test_dia9_utt6_spk10,anger,neutral,surprise,2,1,1,0,0
test_dia9_utt8_spk2,test_dia9_utt7_spk6,test_dia9_utt6_spk10,sadness,anger,surprise,1,2,1,0,0
test_dia9_utt10_spk7,test_dia9_utt9_spk5,test_dia9_utt6_spk10,neutral,sadness,surprise,1,4,1,0,0
test_dia9_utt11_spk1,test_dia9_utt10_spk7,test_dia9_utt6_spk10,sadness,neutral,surprise,1,5,1,0,0
test_dia9_utt12_spk6,test_dia9_utt11_spk1,test_dia9_utt6_spk10,neutral,sadness,surprise,1,6,1,0,0
test_dia9_utt13_spk1,test_dia9_utt12_spk6,test_dia9_utt6_spk10,anger,neutral,surprise,1,7,1,0,0
test_dia9_utt14_spk10,test_dia9_utt6_spk10,test_dia9_utt13_spk1,neutral,surprise,anger,8,1,1,0,0
test_dia9_utt15_spk1,test_dia9_utt13_spk1,test_dia9_utt14_spk10,joy,anger,neutral,2,1,1,0,0
test_dia9_utt16_spk6,test_dia9_utt15_spk1,test_dia9_utt14_spk10,neutral,joy,neutral,1,2,1,0,0
test_dia10_utt1_spk2,test_dia10_utt0_spk2,pad,neutral,anger,pad,1,None,1,0,0
test_dia11_utt2_spk1,test_dia11_utt1_spk1,pad,neutral,fear,pad,1,None,1,0,0
test_dia12_utt1_spk6,test_dia12_utt0_spk3,pad,neutral,anger,pad,1,None,1,0,0
test_dia12_utt2_spk3,test_dia12_utt1_spk6,pad,sadness,neutral,pad,1,None,1,0,0
test_dia12_utt3_spk3,test_dia12_utt2_spk3,pad,anger,sadness,pad,1,None,1,0,0
test_dia12_utt6_spk3,test_dia12_utt5_spk3,pad,sadness,anger,pad,1,None,1,0,0
test_dia12_utt8_spk3,test_dia12_utt7_spk3,pad,joy,sadness,pad,1,None,1,0,0
test_dia12_utt9_spk3,test_dia12_utt8_spk3,pad,neutral,joy,pad,1,None,1,0,0
test_dia12_utt11_spk6,test_dia12_utt10_spk7,pad,joy,neutral,pad,1,None,1,0,0
test_dia12_utt13_spk6,test_dia12_utt12_spk7,pad,neutral,joy,pad,1,None,1,0,0
test_dia12_utt19_spk3,test_dia12_utt18_spk6,pad,joy,neutral,pad,1,None,1,0,0
test_dia13_utt5_spk11,test_dia13_utt4_spk11,test_dia13_utt3_spk5,anger,neutral,surprise,1,2,1,0,0
test_dia14_utt1_spk2,test_dia14_utt0_spk5,pad,joy,surprise,pad,1,None,1,0,0
test_dia14_utt4_spk2,test_dia14_utt3_spk2,pad,neutral,joy,pad,1,None,1,0,0
test_dia14_utt6_spk5,test_dia14_utt5_spk2,pad,joy,neutral,pad,1,None,1,0,0
test_dia14_utt8_spk7,test_dia14_utt7_spk2,pad,neutral,joy,pad,1,None,1,0,0
test_dia14_utt9_spk5,test_dia14_utt8_spk7,pad,joy,neutral,pad,1,None,1,0,0
test_dia14_utt10_spk7,test_dia14_utt9_spk5,pad,neutral,joy,pad,1,None,1,0,0
test_dia15_utt3_spk5,test_dia15_utt2_spk5,test_dia15_utt1_spk12,neutral,joy,joy,1,2,1,0,0
test_dia15_utt5_spk2,test_dia15_utt4_spk2,test_dia15_utt1_spk12,anger,neutral,joy,1,4,1,0,0
test_dia16_utt6_spk6,test_dia16_utt4_spk2,test_dia16_utt5_spk14,neutral,surprise,neutral,2,1,1,0,0
test_dia16_utt9_spk6,test_dia16_utt7_spk6,test_dia16_utt8_spk14,anger,neutral,neutral,2,1,1,0,0
test_dia17_utt6_spk7,test_dia17_utt4_spk7,test_dia17_utt5_spk15,anger,disgust,joy,2,1,1,0,0
test_dia17_utt7_spk15,test_dia17_utt5_spk15,test_dia17_utt6_spk7,anger,joy,anger,2,1,1,0,0
test_dia17_utt11_spk1,test_dia17_utt10_spk6,test_dia17_utt7_spk15,sadness,anger,anger,1,4,1,0,0
test_dia17_utt13_spk1,test_dia17_utt12_spk3,test_dia17_utt7_spk15,anger,disgust,anger,1,6,1,0,0
test_dia17_utt15_spk3,test_dia17_utt14_spk3,test_dia17_utt7_spk15,neutral,disgust,anger,1,8,1,0,0
test_dia17_utt18_spk5,test_dia17_utt17_spk5,pad,neutral,fear,pad,1,None,1,0,0
test_dia17_utt24_spk3,test_dia17_utt23_spk1,pad,anger,neutral,pad,1,None,1,0,0
test_dia17_utt25_spk1,test_dia17_utt24_spk3,pad,neutral,anger,pad,1,None,1,0,0
test_dia17_utt26_spk3,test_dia17_utt25_spk1,pad,anger,neutral,pad,1,None,1,0,0
test_dia17_utt28_spk1,test_dia17_utt27_spk3,pad,sadness,anger,pad,1,None,1,0,0
test_dia17_utt29_spk3,test_dia17_utt28_spk1,pad,anger,sadness,pad,1,None,1,0,0
test_dia17_utt32_spk3,test_dia17_utt31_spk1,pad,neutral,anger,pad,1,None,1,0,0
test_dia20_utt1_spk2,test_dia20_utt0_spk1,pad,neutral,anger,pad,1,None,1,0,0
test_dia20_utt6_spk1,test_dia20_utt5_spk2,pad,joy,neutral,pad,1,None,1,0,0
test_dia20_utt7_spk2,test_dia20_utt6_spk1,pad,neutral,joy,pad,1,None,1,0,0
test_dia21_utt4_spk5,test_dia21_utt3_spk5,test_dia21_utt1_spk16,sadness,neutral,neutral,1,3,1,0,0
test_dia21_utt5_spk16,test_dia21_utt1_spk16,test_dia21_utt4_spk5,joy,neutral,sadness,4,1,1,0,0
test_dia22_utt1_spk6,test_dia22_utt0_spk7,pad,neutral,joy,pad,1,None,1,0,0
test_dia22_utt3_spk6,test_dia22_utt2_spk7,pad,joy,neutral,pad,1,None,1,0,0
test_dia22_utt4_spk7,test_dia22_utt3_spk6,pad,sadness,joy,pad,1,None,1,0,0
test_dia22_utt5_spk6,test_dia22_utt4_spk7,pad,neutral,sadness,pad,1,None,1,0,0
test_dia22_utt6_spk7,test_dia22_utt5_spk6,pad,sadness,neutral,pad,1,None,1,0,0
test_dia22_utt8_spk7,test_dia22_utt7_spk6,pad,sadness,surprise,pad,1,None,1,0,0
test_dia22_utt10_spk6,test_dia22_utt9_spk6,pad,anger,surprise,pad,1,None,1,0,0
test_dia22_utt11_spk7,test_dia22_utt10_spk6,pad,neutral,anger,pad,1,None,1,0,0
test_dia22_utt12_spk6,test_dia22_utt11_spk7,pad,joy,neutral,pad,1,None,1,0,0
test_dia22_utt14_spk6,test_dia22_utt13_spk6,pad,neutral,joy,pad,1,None,1,0,0
test_dia22_utt15_spk6,test_dia22_utt14_spk6,pad,joy,neutral,pad,1,None,1,0,0
test_dia22_utt16_spk6,test_dia22_utt15_spk6,pad,neutral,joy,pad,1,None,1,0,0
test_dia22_utt17_spk7,test_dia22_utt16_spk6,pad,joy,neutral,pad,1,None,1,0,0
test_dia22_utt20_spk6,test_dia22_utt19_spk7,pad,neutral,surprise,pad,1,None,1,0,0
test_dia23_utt2_spk1,test_dia23_utt0_spk1,test_dia23_utt1_spk17,neutral,joy,neutral,2,1,1,0,0
test_dia24_utt1_spk1,test_dia24_utt0_spk5,pad,joy,neutral,pad,1,None,1,0,0
test_dia24_utt2_spk5,test_dia24_utt1_spk1,pad,neutral,joy,pad,1,None,1,0,0
test_dia24_utt3_spk1,test_dia24_utt2_spk5,pad,joy,neutral,pad,1,None,1,0,0
test_dia25_utt2_spk6,test_dia25_utt1_spk1,pad,sadness,neutral,pad,1,None,1,0,0
test_dia25_utt3_spk1,test_dia25_utt2_spk6,pad,neutral,sadness,pad,1,None,1,0,0
test_dia25_utt4_spk1,test_dia25_utt3_spk1,pad,anger,neutral,pad,1,None,1,0,0
test_dia25_utt6_spk3,test_dia25_utt5_spk6,pad,joy,surprise,pad,1,None,1,0,0
test_dia25_utt7_spk1,test_dia25_utt6_spk3,pad,neutral,joy,pad,1,None,1,0,0
test_dia25_utt8_spk3,test_dia25_utt7_spk1,pad,anger,neutral,pad,1,None,1,0,0
test_dia25_utt9_spk1,test_dia25_utt8_spk3,pad,neutral,anger,pad,1,None,1,0,0
test_dia25_utt10_spk1,test_dia25_utt9_spk1,pad,anger,neutral,pad,1,None,1,0,0
test_dia25_utt11_spk3,test_dia25_utt10_spk1,pad,neutral,anger,pad,1,None,1,0,0
test_dia25_utt16_spk3,test_dia25_utt15_spk1,pad,anger,neutral,pad,1,None,1,0,0
test_dia28_utt3_spk5,test_dia28_utt1_spk5,test_dia28_utt2_spk18,sadness,joy,neutral,2,1,1,0,0
test_dia28_utt5_spk5,test_dia28_utt3_spk5,test_dia28_utt4_spk18,neutral,sadness,neutral,2,1,1,0,0
test_dia28_utt7_spk5,test_dia28_utt6_spk5,test_dia28_utt4_spk18,joy,neutral,neutral,1,3,1,0,0
test_dia28_utt8_spk5,test_dia28_utt7_spk5,test_dia28_utt4_spk18,neutral,joy,neutral,1,4,1,0,0
test_dia28_utt9_spk18,test_dia28_utt4_spk18,test_dia28_utt8_spk5,sadness,neutral,neutral,5,1,1,0,0
test_dia28_utt10_spk18,test_dia28_utt9_spk18,test_dia28_utt8_spk5,neutral,sadness,neutral,1,2,1,0,0
test_dia28_utt14_spk5,test_dia28_utt12_spk5,test_dia28_utt13_spk18,joy,neutral,neutral,2,1,1,0,0
test_dia28_utt15_spk5,test_dia28_utt14_spk5,test_dia28_utt13_spk18,anger,joy,neutral,1,2,1,0,0
test_dia28_utt16_spk2,test_dia28_utt15_spk5,test_dia28_utt13_spk18,neutral,anger,neutral,1,3,1,0,0
test_dia29_utt2_spk3,test_dia29_utt1_spk7,pad,neutral,surprise,pad,1,None,1,0,0
test_dia29_utt7_spk3,test_dia29_utt6_spk7,pad,joy,fear,pad,1,None,1,0,0
test_dia29_utt8_spk7,test_dia29_utt7_spk3,pad,neutral,joy,pad,1,None,1,0,0
test_dia29_utt11_spk3,test_dia29_utt10_spk7,pad,joy,fear,pad,1,None,1,0,0
test_dia30_utt2_spk1,test_dia30_utt0_spk1,test_dia30_utt1_spk15,joy,surprise,joy,2,1,1,0,0
test_dia32_utt2_spk5,test_dia32_utt0_spk5,test_dia32_utt1_spk19,neutral,surprise,joy,2,1,1,0,0
test_dia32_utt3_spk19,test_dia32_utt1_spk19,test_dia32_utt2_spk5,neutral,joy,neutral,2,1,1,0,0
test_dia32_utt5_spk19,test_dia32_utt3_spk19,test_dia32_utt4_spk5,sadness,neutral,neutral,2,1,1,0,0
test_dia32_utt7_spk19,test_dia32_utt5_spk19,test_dia32_utt6_spk5,neutral,sadness,neutral,2,1,1,0,0
test_dia32_utt9_spk19,test_dia32_utt7_spk19,test_dia32_utt8_spk5,sadness,neutral,surprise,2,1,1,0,0
test_dia32_utt12_spk5,test_dia32_utt8_spk5,test_dia32_utt11_spk19,joy,surprise,sadness,4,1,1,0,0
test_dia33_utt1_spk5,test_dia33_utt0_spk5,pad,anger,sadness,pad,1,None,1,0,0
test_dia33_utt2_spk6,test_dia33_utt1_spk5,pad,neutral,anger,pad,1,None,1,0,0
test_dia33_utt5_spk1,test_dia33_utt4_spk6,pad,sadness,surprise,pad,1,None,1,0,0
test_dia33_utt7_spk6,test_dia33_utt6_spk1,pad,neutral,sadness,pad,1,None,1,0,0
test_dia33_utt9_spk6,test_dia33_utt8_spk1,pad,anger,neutral,pad,1,None,1,0,0
test_dia34_utt2_spk6,test_dia34_utt1_spk1,pad,joy,disgust,pad,1,None,1,0,0
test_dia34_utt4_spk6,test_dia34_utt3_spk1,pad,anger,surprise,pad,1,None,1,0,0
test_dia34_utt7_spk6,test_dia34_utt6_spk6,pad,anger,disgust,pad,1,None,1,0,0
test_dia34_utt8_spk6,test_dia34_utt7_spk6,pad,neutral,anger,pad,1,None,1,0,0
test_dia34_utt14_spk1,test_dia34_utt13_spk6,pad,anger,surprise,pad,1,None,1,0,0
test_dia34_utt16_spk1,test_dia34_utt15_spk1,pad,neutral,anger,pad,1,None,1,0,0
test_dia34_utt17_spk6,test_dia34_utt16_spk1,pad,anger,neutral,pad,1,None,1,0,0
test_dia35_utt3_spk3,test_dia35_utt1_spk3,test_dia35_utt2_spk21,neutral,joy,neutral,2,1,1,0,0
test_dia36_utt1_spk6,test_dia36_utt0_spk1,pad,anger,neutral,pad,1,None,1,0,0
test_dia37_utt5_spk15,test_dia37_utt4_spk15,test_dia37_utt3_spk2,neutral,anger,fear,1,2,1,0,0
test_dia37_utt6_spk2,test_dia37_utt3_spk2,test_dia37_utt5_spk15,anger,fear,neutral,3,1,1,0,0
test_dia37_utt7_spk15,test_dia37_utt5_spk15,test_dia37_utt6_spk2,anger,neutral,anger,2,1,1,0,0
test_dia38_utt2_spk23,test_dia38_utt0_spk23,test_dia38_utt1_spk2,neutral,joy,joy,2,1,1,0,0
test_dia38_utt4_spk23,test_dia38_utt2_spk23,test_dia38_utt3_spk2,joy,neutral,joy,2,1,1,0,0
test_dia39_utt6_spk26,test_dia39_utt5_spk25,test_dia39_utt4_spk3,joy,neutral,neutral,1,2,1,0,0
test_dia39_utt7_spk27,test_dia39_utt6_spk26,test_dia39_utt4_spk3,neutral,joy,neutral,1,3,1,0,0
test_dia39_utt10_spk6,test_dia39_utt9_spk3,test_dia39_utt8_spk26,neutral,surprise,neutral,1,2,1,0,0
test_dia40_utt1_spk5,test_dia40_utt0_spk6,pad,neutral,joy,pad,1,None,1,0,0
test_dia41_utt1_spk7,test_dia41_utt0_spk6,pad,anger,neutral,pad,1,None,1,0,0
test_dia41_utt4_spk1,test_dia41_utt3_spk5,pad,anger,surprise,pad,1,None,1,0,0
test_dia41_utt7_spk7,test_dia41_utt6_spk1,pad,neutral,disgust,pad,1,None,1,0,0
test_dia41_utt10_spk5,test_dia41_utt9_spk5,pad,sadness,surprise,pad,1,None,1,0,0
test_dia41_utt12_spk5,test_dia41_utt11_spk5,pad,neutral,sadness,pad,1,None,1,0,0
test_dia42_utt1_spk3,test_dia42_utt0_spk3,pad,sadness,joy,pad,1,None,1,0,0
test_dia42_utt2_spk3,test_dia42_utt1_spk3,pad,neutral,sadness,pad,1,None,1,0,0
test_dia42_utt4_spk3,test_dia42_utt3_spk5,pad,neutral,surprise,pad,1,None,1,0,0
test_dia42_utt6_spk3,test_dia42_utt5_spk1,pad,joy,surprise,pad,1,None,1,0,0
test_dia42_utt8_spk3,test_dia42_utt7_spk6,pad,neutral,surprise,pad,1,None,1,0,0
test_dia44_utt2_spk7,test_dia44_utt1_spk1,pad,joy,neutral,pad,1,None,1,0,0
test_dia44_utt3_spk1,test_dia44_utt2_spk7,pad,neutral,joy,pad,1,None,1,0,0
test_dia45_utt1_spk5,test_dia45_utt0_spk6,pad,neutral,anger,pad,1,None,1,0,0
test_dia45_utt4_spk5,test_dia45_utt3_spk5,pad,joy,surprise,pad,1,None,1,0,0
test_dia45_utt6_spk5,test_dia45_utt5_spk5,pad,anger,joy,pad,1,None,1,0,0
test_dia45_utt7_spk6,test_dia45_utt6_spk5,pad,neutral,anger,pad,1,None,1,0,0
test_dia46_utt6_spk28,test_dia46_utt5_spk28,pad,neutral,joy,pad,1,None,1,0,0
test_dia46_utt8_spk29,test_dia46_utt6_spk28,test_dia46_utt7_spk5,joy,neutral,joy,2,1,1,0,0
test_dia47_utt3_spk2,test_dia47_utt2_spk2,pad,neutral,sadness,pad,1,None,1,0,0
test_dia47_utt6_spk2,test_dia47_utt5_spk7,pad,sadness,neutral,pad,1,None,1,0,0
test_dia47_utt7_spk7,test_dia47_utt6_spk2,pad,neutral,sadness,pad,1,None,1,0,0
test_dia48_utt3_spk7,test_dia48_utt2_spk6,pad,joy,neutral,pad,1,None,1,0,0
test_dia49_utt2_spk2,test_dia49_utt1_spk7,pad,neutral,joy,pad,1,None,1,0,0
test_dia49_utt9_spk7,test_dia49_utt8_spk7,pad,joy,neutral,pad,1,None,1,0,0
test_dia49_utt10_spk7,test_dia49_utt9_spk7,pad,neutral,joy,pad,1,None,1,0,0
test_dia49_utt11_spk7,test_dia49_utt10_spk7,pad,joy,neutral,pad,1,None,1,0,0
test_dia49_utt13_spk7,test_dia49_utt12_spk6,pad,neutral,surprise,pad,1,None,1,0,0
test_dia49_utt14_spk6,test_dia49_utt13_spk7,pad,joy,neutral,pad,1,None,1,0,0
test_dia49_utt15_spk7,test_dia49_utt14_spk6,pad,neutral,joy,pad,1,None,1,0,0
test_dia51_utt2_spk2,test_dia51_utt1_spk1,pad,neutral,joy,pad,1,None,1,0,0
test_dia52_utt2_spk3,test_dia52_utt1_spk2,pad,neutral,disgust,pad,1,None,1,0,0
test_dia52_utt4_spk3,test_dia52_utt3_spk2,pad,neutral,surprise,pad,1,None,1,0,0
test_dia52_utt9_spk2,test_dia52_utt8_spk3,pad,neutral,surprise,pad,1,None,1,0,0
test_dia52_utt10_spk3,test_dia52_utt9_spk2,pad,anger,neutral,pad,1,None,1,0,0
test_dia53_utt1_spk1,test_dia53_utt0_spk6,pad,neutral,surprise,pad,1,None,1,0,0
test_dia53_utt2_spk6,test_dia53_utt1_spk1,pad,joy,neutral,pad,1,None,1,0,0
test_dia53_utt5_spk1,test_dia53_utt4_spk6,pad,neutral,joy,pad,1,None,1,0,0
test_dia53_utt6_spk6,test_dia53_utt5_spk1,pad,sadness,neutral,pad,1,None,1,0,0
test_dia53_utt9_spk6,test_dia53_utt8_spk6,pad,joy,surprise,pad,1,None,1,0,0
test_dia53_utt10_spk6,test_dia53_utt9_spk6,pad,neutral,joy,pad,1,None,1,0,0
test_dia53_utt11_spk1,test_dia53_utt10_spk6,pad,joy,neutral,pad,1,None,1,0,0
test_dia54_utt3_spk3,test_dia54_utt1_spk1,test_dia54_utt2_spk31,anger,neutral,neutral,2,1,1,0,0
test_dia54_utt6_spk1,test_dia54_utt5_spk3,test_dia54_utt4_spk31,neutral,surprise,neutral,1,2,1,0,0
test_dia54_utt7_spk3,test_dia54_utt6_spk1,test_dia54_utt4_spk31,anger,neutral,neutral,1,3,1,0,0
test_dia54_utt8_spk1,test_dia54_utt7_spk3,test_dia54_utt4_spk31,neutral,anger,neutral,1,4,1,0,0
test_dia54_utt10_spk3,test_dia54_utt8_spk1,test_dia54_utt9_spk31,sadness,neutral,neutral,2,1,1,0,0
test_dia55_utt2_spk5,test_dia55_utt1_spk1,pad,joy,neutral,pad,1,None,1,0,0
test_dia56_utt1_spk3,test_dia56_utt0_spk1,pad,neutral,sadness,pad,1,None,1,0,0
test_dia56_utt2_spk1,test_dia56_utt1_spk3,pad,joy,neutral,pad,1,None,1,0,0
test_dia56_utt3_spk3,test_dia56_utt2_spk1,pad,neutral,joy,pad,1,None,1,0,0
test_dia56_utt4_spk1,test_dia56_utt3_spk3,pad,anger,neutral,pad,1,None,1,0,0
test_dia56_utt5_spk3,test_dia56_utt4_spk1,pad,joy,anger,pad,1,None,1,0,0
test_dia56_utt6_spk1,test_dia56_utt5_spk3,pad,neutral,joy,pad,1,None,1,0,0
test_dia56_utt7_spk3,test_dia56_utt6_spk1,pad,joy,neutral,pad,1,None,1,0,0
test_dia56_utt9_spk3,test_dia56_utt8_spk1,pad,neutral,joy,pad,1,None,1,0,0
test_dia56_utt11_spk3,test_dia56_utt10_spk1,pad,joy,surprise,pad,1,None,1,0,0
test_dia57_utt1_spk7,test_dia57_utt0_spk6,pad,joy,neutral,pad,1,None,1,0,0
test_dia57_utt3_spk7,test_dia57_utt2_spk6,pad,neutral,joy,pad,1,None,1,0,0
test_dia57_utt4_spk6,test_dia57_utt3_spk7,pad,joy,neutral,pad,1,None,1,0,0
test_dia58_utt4_spk7,test_dia58_utt3_spk6,pad,neutral,joy,pad,1,None,1,0,0
test_dia58_utt9_spk7,test_dia58_utt8_spk7,pad,sadness,surprise,pad,1,None,1,0,0
test_dia58_utt11_spk6,test_dia58_utt10_spk7,pad,neutral,sadness,pad,1,None,1,0,0
test_dia58_utt12_spk7,test_dia58_utt11_spk6,pad,joy,neutral,pad,1,None,1,0,0
test_dia58_utt14_spk7,test_dia58_utt13_spk6,pad,neutral,joy,pad,1,None,1,0,0
test_dia58_utt16_spk7,test_dia58_utt15_spk6,pad,sadness,neutral,pad,1,None,1,0,0
test_dia59_utt2_spk1,test_dia59_utt1_spk1,pad,anger,neutral,pad,1,None,1,0,0
test_dia60_utt2_spk7,test_dia60_utt0_spk7,test_dia60_utt1_spk15,joy,fear,neutral,2,1,1,0,0
test_dia60_utt4_spk7,test_dia60_utt3_spk7,test_dia60_utt1_spk15,sadness,surprise,neutral,1,3,1,0,0
test_dia60_utt5_spk15,test_dia60_utt1_spk15,test_dia60_utt4_spk7,anger,neutral,sadness,4,1,1,0,0
test_dia60_utt6_spk7,test_dia60_utt4_spk7,test_dia60_utt5_spk15,anger,sadness,anger,2,1,1,0,0
test_dia64_utt1_spk3,test_dia64_utt0_spk7,pad,neutral,anger,pad,1,None,1,0,0
test_dia64_utt2_spk7,test_dia64_utt1_spk3,pad,anger,neutral,pad,1,None,1,0,0
test_dia64_utt5_spk3,test_dia64_utt4_spk7,pad,neutral,anger,pad,1,None,1,0,0
test_dia64_utt12_spk2,test_dia64_utt11_spk2,test_dia64_utt9_spk34,sadness,neutral,neutral,1,3,1,0,0
test_dia64_utt16_spk2,test_dia64_utt14_spk2,test_dia64_utt15_spk34,neutral,surprise,neutral,2,1,1,0,0
test_dia65_utt5_spk5,test_dia65_utt4_spk7,pad,neutral,surprise,pad,1,None,1,0,0
test_dia65_utt6_spk7,test_dia65_utt5_spk5,pad,anger,neutral,pad,1,None,1,0,0
test_dia65_utt7_spk2,test_dia65_utt6_spk7,pad,neutral,anger,pad,1,None,1,0,0
test_dia65_utt9_spk7,test_dia65_utt8_spk5,pad,anger,neutral,pad,1,None,1,0,0
test_dia66_utt1_spk35,test_dia66_utt0_spk35,pad,joy,neutral,pad,1,None,1,0,0
test_dia66_utt3_spk35,test_dia66_utt1_spk35,test_dia66_utt2_spk1,neutral,joy,joy,2,1,1,0,0
test_dia67_utt3_spk5,test_dia67_utt1_spk5,test_dia67_utt2_spk36,joy,neutral,neutral,2,1,1,0,0
test_dia68_utt2_spk2,test_dia68_utt1_spk2,pad,neutral,anger,pad,1,None,1,0,0
test_dia68_utt3_spk1,test_dia68_utt2_spk2,pad,sadness,neutral,pad,1,None,1,0,0
test_dia68_utt4_spk2,test_dia68_utt3_spk1,pad,neutral,sadness,pad,1,None,1,0,0
test_dia68_utt5_spk1,test_dia68_utt4_spk2,pad,anger,neutral,pad,1,None,1,0,0
test_dia68_utt6_spk2,test_dia68_utt5_spk1,pad,neutral,anger,pad,1,None,1,0,0
test_dia68_utt7_spk1,test_dia68_utt6_spk2,pad,joy,neutral,pad,1,None,1,0,0
test_dia68_utt8_spk2,test_dia68_utt7_spk1,pad,neutral,joy,pad,1,None,1,0,0
test_dia68_utt9_spk1,test_dia68_utt8_spk2,pad,joy,neutral,pad,1,None,1,0,0
test_dia68_utt10_spk2,test_dia68_utt9_spk1,pad,neutral,joy,pad,1,None,1,0,0
test_dia68_utt11_spk1,test_dia68_utt10_spk2,pad,anger,neutral,pad,1,None,1,0,0
test_dia68_utt12_spk2,test_dia68_utt11_spk1,pad,joy,anger,pad,1,None,1,0,0
test_dia68_utt14_spk2,test_dia68_utt13_spk1,pad,neutral,joy,pad,1,None,1,0,0
test_dia69_utt2_spk7,test_dia69_utt1_spk7,pad,neutral,anger,pad,1,None,1,0,0
test_dia69_utt5_spk7,test_dia69_utt4_spk7,pad,joy,neutral,pad,1,None,1,0,0
test_dia70_utt8_spk2,test_dia70_utt7_spk3,test_dia70_utt6_spk37,sadness,neutral,neutral,1,2,1,0,0
test_dia70_utt11_spk2,test_dia70_utt10_spk2,test_dia70_utt6_spk37,anger,disgust,neutral,1,5,1,0,0
test_dia70_utt15_spk2,test_dia70_utt14_spk2,pad,sadness,anger,pad,1,None,1,0,0
test_dia70_utt18_spk39,test_dia70_utt17_spk38,test_dia70_utt16_spk2,neutral,joy,sadness,1,2,1,0,0
test_dia70_utt19_spk3,test_dia70_utt16_spk2,test_dia70_utt18_spk39,neutral,sadness,neutral,3,1,1,0,0
test_dia70_utt22_spk2,test_dia70_utt21_spk3,test_dia70_utt20_spk37,joy,neutral,neutral,1,2,1,0,0
test_dia71_utt4_spk41,test_dia71_utt3_spk40,test_dia71_utt2_spk2,joy,surprise,joy,1,2,1,0,0
test_dia71_utt7_spk2,test_dia71_utt6_spk2,test_dia71_utt4_spk41,neutral,surprise,joy,1,3,1,0,0
test_dia71_utt12_spk2,test_dia71_utt11_spk2,test_dia71_utt4_spk41,joy,neutral,joy,1,8,1,0,0
test_dia72_utt2_spk1,test_dia72_utt1_spk1,test_dia72_utt0_spk42,anger,joy,neutral,1,2,1,0,0
test_dia72_utt12_spk3,test_dia72_utt11_spk1,pad,neutral,anger,pad,1,None,1,0,0
test_dia72_utt13_spk1,test_dia72_utt12_spk3,pad,anger,neutral,pad,1,None,1,0,0
test_dia72_utt15_spk1,test_dia72_utt13_spk1,test_dia72_utt14_spk42,neutral,anger,neutral,2,1,1,0,0
test_dia73_utt1_spk3,test_dia73_utt0_spk2,pad,neutral,fear,pad,1,None,1,0,0
test_dia73_utt2_spk2,test_dia73_utt1_spk3,pad,anger,neutral,pad,1,None,1,0,0
test_dia73_utt4_spk3,test_dia73_utt2_spk2,test_dia73_utt3_spk43,neutral,anger,neutral,2,1,1,0,0
