center,target,opposite,center_label,target_label,opposite_label,target_dist,opposite_dist,self_emo_shift,self_time_dur,closest_time_dur
Ses05F_impro02_F027,Ses05F_impro02_F026,Ses05F_impro02_M027,fru,fru,sad,1,3,0,0,0
Ses05F_impro02_M030,Ses05F_impro02_M027,Ses05F_impro02_F027,sad,sad,fru,4,1,0,0,0
Ses05F_impro02_F028,Ses05F_impro02_F027,Ses05F_impro02_M030,sad,fru,sad,2,1,1,0,0
Ses05F_impro03_M000,pad,Ses05F_impro03_F000,exc,pad,exc,None,1,1,None,0
Ses05F_impro03_F030,Ses05F_impro03_F029,Ses05F_impro03_M027,hap,hap,exc,1,2,0,0,0
Ses05F_impro03_F031,Ses05F_impro03_F030,Ses05F_impro03_M027,hap,hap,exc,1,3,0,0,0
Ses05F_impro03_M031,Ses05F_impro03_M027,Ses05F_impro03_F031,hap,exc,hap,4,1,1,0,0
Ses05F_impro03_F033,Ses05F_impro03_F032,Ses05F_impro03_M032,hap,hap,exc,2,1,0,0,0
Ses05F_impro03_M033,Ses05F_impro03_M032,Ses05F_impro03_F033,exc,exc,hap,2,1,0,0,0
Ses05F_impro03_F034,Ses05F_impro03_F033,Ses05F_impro03_M033,hap,hap,exc,2,1,0,0,0
Ses05F_impro03_M034,Ses05F_impro03_M033,Ses05F_impro03_F034,exc,exc,hap,2,1,0,0,0
Ses05F_impro03_F035,Ses05F_impro03_F034,Ses05F_impro03_M034,hap,hap,exc,2,1,0,0,0
Ses05F_impro03_F036,Ses05F_impro03_F035,Ses05F_impro03_M034,hap,hap,exc,1,2,0,0,0
Ses05F_impro03_M036,Ses05F_impro03_M034,Ses05F_impro03_F036,exc,exc,hap,3,1,0,0,0
Ses05F_impro03_M037,Ses05F_impro03_M036,Ses05F_impro03_F036,exc,exc,hap,1,2,0,0,0
Ses05F_impro03_F037,Ses05F_impro03_F036,Ses05F_impro03_M037,hap,hap,exc,3,1,0,0,0
Ses05F_impro03_M038,Ses05F_impro03_M037,Ses05F_impro03_F037,exc,exc,hap,2,1,0,0,0
Ses05F_impro03_F038,Ses05F_impro03_F037,Ses05F_impro03_M038,hap,hap,exc,2,1,0,0,0
Ses05F_impro03_M039,Ses05F_impro03_M038,Ses05F_impro03_F038,hap,exc,hap,2,1,1,0,0
Ses05F_impro03_M040,Ses05F_impro03_M039,Ses05F_impro03_F039,exc,hap,exc,2,1,1,0,0
Ses05F_impro03_M042,Ses05F_impro03_M041,Ses05F_impro03_F039,hap,hap,exc,1,3,0,0,0
Ses05F_impro03_F043,Ses05F_impro03_F039,Ses05F_impro03_M042,hap,exc,hap,4,1,1,0,0
Ses05F_impro03_F045,Ses05F_impro03_F044,Ses05F_impro03_M044,hap,hap,exc,2,1,0,0,0
Ses05F_impro03_M045,Ses05F_impro03_M044,Ses05F_impro03_F045,exc,exc,hap,2,1,0,0,0
Ses05F_impro03_M046,Ses05F_impro03_M045,Ses05F_impro03_F045,exc,exc,hap,1,2,0,0,0
Ses05F_impro03_F046,Ses05F_impro03_F045,Ses05F_impro03_M046,exc,hap,exc,3,1,1,0,0
Ses05F_impro03_F051,Ses05F_impro03_F047,Ses05F_impro03_M050,hap,exc,hap,2,1,1,0,0
Ses05F_impro03_F052,Ses05F_impro03_F051,Ses05F_impro03_M051,hap,hap,exc,2,1,0,0,0
Ses05F_impro03_M052,Ses05F_impro03_M051,Ses05F_impro03_F052,exc,exc,hap,2,1,0,0,0
Ses05F_impro03_F053,Ses05F_impro03_F052,Ses05F_impro03_M052,hap,hap,exc,2,1,0,0,0
Ses05F_impro03_F054,Ses05F_impro03_F053,Ses05F_impro03_M052,hap,hap,exc,1,2,0,0,0
Ses05F_impro03_F056,Ses05F_impro03_F054,Ses05F_impro03_M052,hap,hap,exc,1,3,0,0,0
Ses05F_impro03_M058,Ses05F_impro03_M052,Ses05F_impro03_F056,hap,exc,hap,4,1,1,0,0
Ses05F_impro04_M001,Ses05F_impro04_M000,Ses05F_impro04_F000,neu,neu,sad,1,2,0,0,0
Ses05F_impro04_M002,Ses05F_impro04_M001,Ses05F_impro04_F002,fru,neu,fru,2,1,1,0,0
Ses05F_impro04_F004,Ses05F_impro04_F003,Ses05F_impro04_M003,fru,fru,neu,2,1,0,0,0
Ses05F_impro04_M004,Ses05F_impro04_M003,Ses05F_impro04_F004,neu,neu,fru,2,1,0,0,0
Ses05F_impro04_F005,Ses05F_impro04_F004,Ses05F_impro04_M004,fru,fru,neu,2,1,0,0,0
Ses05F_impro04_M005,Ses05F_impro04_M004,Ses05F_impro04_F005,neu,neu,fru,2,1,0,0,0
Ses05F_impro04_F006,Ses05F_impro04_F005,Ses05F_impro04_M005,fru,fru,neu,2,1,0,0,0
Ses05F_impro04_M006,Ses05F_impro04_M005,Ses05F_impro04_F006,fru,neu,fru,2,1,1,0,0
Ses05F_impro04_M008,Ses05F_impro04_M007,Ses05F_impro04_F008,neu,neu,ang,2,1,0,0,0
Ses05F_impro04_M009,Ses05F_impro04_M008,Ses05F_impro04_F009,neu,neu,fru,2,1,0,0,0
Ses05F_impro04_F010,Ses05F_impro04_F009,Ses05F_impro04_M009,fru,fru,neu,2,1,0,0,0
Ses05F_impro04_M011,Ses05F_impro04_M009,Ses05F_impro04_F010,neu,neu,fru,2,1,0,0,0
Ses05F_impro04_F011,Ses05F_impro04_F010,Ses05F_impro04_M011,fru,fru,neu,2,1,0,0,0
Ses05F_impro04_M012,Ses05F_impro04_M011,Ses05F_impro04_F011,neu,neu,fru,2,1,0,0,0
Ses05F_impro04_F012,Ses05F_impro04_F011,Ses05F_impro04_M012,fru,fru,neu,2,1,0,0,0
Ses05F_impro04_M013,Ses05F_impro04_M012,Ses05F_impro04_F012,neu,neu,fru,2,1,0,0,0
Ses05F_impro04_F013,Ses05F_impro04_F012,Ses05F_impro04_M013,fru,fru,neu,2,1,0,0,0
Ses05F_impro04_M014,Ses05F_impro04_M013,Ses05F_impro04_F013,neu,neu,fru,2,1,0,0,0
Ses05F_impro04_F014,Ses05F_impro04_F013,Ses05F_impro04_M014,fru,fru,neu,2,1,0,0,0
Ses05F_impro04_M015,Ses05F_impro04_M014,Ses05F_impro04_F014,fru,neu,fru,2,1,1,0,0
Ses05F_impro04_F016,Ses05F_impro04_F015,Ses05F_impro04_M015,sad,sad,fru,1,2,0,0,0
Ses05F_impro04_F017,Ses05F_impro04_F016,Ses05F_impro04_M016,sad,sad,neu,2,1,0,0,0
Ses05F_impro04_M017,Ses05F_impro04_M016,Ses05F_impro04_F017,neu,neu,sad,2,1,0,0,0
Ses05F_impro04_M018,Ses05F_impro04_M017,Ses05F_impro04_F017,neu,neu,sad,1,2,0,0,0
Ses05F_impro04_F019,Ses05F_impro04_F017,Ses05F_impro04_M018,sad,sad,neu,3,1,0,0,0
Ses05F_impro04_M020,Ses05F_impro04_M018,Ses05F_impro04_F020,fru,neu,fru,3,1,1,0,0
Ses05F_impro04_F023,Ses05F_impro04_F022,Ses05F_impro04_M022,sad,sad,fru,2,1,0,0,0
Ses05F_impro04_M024,Ses05F_impro04_M023,Ses05F_impro04_F024,fru,neu,fru,2,1,1,0,0
Ses05F_impro04_F026,Ses05F_impro04_F024,Ses05F_impro04_M025,fru,fru,neu,3,1,0,0,0
Ses05F_impro04_M026,Ses05F_impro04_M025,Ses05F_impro04_F026,neu,neu,fru,2,1,0,0,0
Ses05F_impro04_M027,Ses05F_impro04_M026,Ses05F_impro04_F026,neu,neu,fru,1,2,0,0,0
Ses05F_impro04_F028,Ses05F_impro04_F026,Ses05F_impro04_M027,fru,fru,neu,3,1,0,0,0
Ses05F_impro04_M028,Ses05F_impro04_M027,Ses05F_impro04_F028,neu,neu,fru,2,1,0,0,0
Ses05F_impro04_F029,Ses05F_impro04_F028,Ses05F_impro04_M028,fru,fru,neu,2,1,0,0,0
Ses05F_impro04_M029,Ses05F_impro04_M028,Ses05F_impro04_F029,neu,neu,fru,2,1,0,0,0
Ses05F_impro04_F030,Ses05F_impro04_F029,Ses05F_impro04_M029,fru,fru,neu,2,1,0,0,0
Ses05F_impro04_M030,Ses05F_impro04_M029,Ses05F_impro04_F030,neu,neu,fru,2,1,0,0,0
Ses05F_impro04_F031,Ses05F_impro04_F030,Ses05F_impro04_M030,fru,fru,neu,2,1,0,0,0
Ses05F_impro04_M031,Ses05F_impro04_M030,Ses05F_impro04_F031,neu,neu,fru,2,1,0,0,0
Ses05F_impro04_F032,Ses05F_impro04_F031,Ses05F_impro04_M031,fru,fru,neu,2,1,0,0,0
Ses05F_impro04_M032,Ses05F_impro04_M031,Ses05F_impro04_F032,neu,neu,fru,2,1,0,0,0
Ses05F_impro04_F033,Ses05F_impro04_F032,Ses05F_impro04_M032,fru,fru,neu,2,1,0,0,0
Ses05F_impro04_M033,Ses05F_impro04_M032,Ses05F_impro04_F033,neu,neu,fru,2,1,0,0,0
Ses05F_impro04_F034,Ses05F_impro04_F033,Ses05F_impro04_M033,fru,fru,neu,2,1,0,0,0
Ses05F_impro04_M034,Ses05F_impro04_M033,Ses05F_impro04_F034,neu,neu,fru,2,1,0,0,0
Ses05F_impro04_F035,Ses05F_impro04_F034,Ses05F_impro04_M034,fru,fru,neu,2,1,0,0,0
Ses05F_impro04_F036,Ses05F_impro04_F035,Ses05F_impro04_M034,fru,fru,neu,1,2,0,0,0
Ses05F_impro04_M035,Ses05F_impro04_M034,Ses05F_impro04_F036,neu,neu,fru,3,1,0,0,0
Ses05F_impro04_F037,Ses05F_impro04_F036,Ses05F_impro04_M035,fru,fru,neu,2,1,0,0,0
Ses05F_impro04_M036,Ses05F_impro04_M035,Ses05F_impro04_F037,neu,neu,fru,2,1,0,0,0
Ses05F_impro04_F038,Ses05F_impro04_F037,Ses05F_impro04_M036,neu,fru,neu,2,1,1,0,0
Ses05F_impro04_M041,Ses05F_impro04_M040,Ses05F_impro04_F042,neu,neu,sad,2,1,0,0,0
Ses05F_impro04_F043,Ses05F_impro04_F042,Ses05F_impro04_M041,neu,sad,neu,2,1,1,0,0
Ses05F_impro05_M000,pad,Ses05F_impro05_F000,neu,pad,neu,None,1,1,None,0
Ses05F_impro05_M003,Ses05F_impro05_M002,Ses05F_impro05_F003,neu,neu,fru,2,1,0,0,0
Ses05F_impro05_F004,Ses05F_impro05_F003,Ses05F_impro05_M003,neu,fru,neu,2,1,1,0,0
Ses05F_impro05_M009,Ses05F_impro05_M008,Ses05F_impro05_F008,neu,neu,fru,2,1,0,0,0
Ses05F_impro05_F009,Ses05F_impro05_F008,Ses05F_impro05_M009,fru,fru,neu,2,1,0,0,0
Ses05F_impro05_M010,Ses05F_impro05_M009,Ses05F_impro05_F009,neu,neu,fru,2,1,0,0,0
Ses05F_impro05_F010,Ses05F_impro05_F009,Ses05F_impro05_M010,neu,fru,neu,2,1,1,0,0
Ses05F_impro05_F011,Ses05F_impro05_F010,Ses05F_impro05_M011,fru,neu,fru,2,1,1,0,0
Ses05F_impro05_F012,Ses05F_impro05_F011,Ses05F_impro05_M012,fru,fru,neu,2,1,0,0,0
Ses05F_impro05_M013,Ses05F_impro05_M012,Ses05F_impro05_F012,fru,neu,fru,2,1,1,0,0
Ses05F_impro05_F014,Ses05F_impro05_F013,Ses05F_impro05_M014,fru,fru,neu,2,1,0,0,0
Ses05F_impro05_M015,Ses05F_impro05_M014,Ses05F_impro05_F014,neu,neu,fru,2,1,0,0,0
Ses05F_impro05_M016,Ses05F_impro05_M015,Ses05F_impro05_F014,neu,neu,fru,1,2,0,0,0
Ses05F_impro05_M017,Ses05F_impro05_M016,Ses05F_impro05_F014,neu,neu,fru,1,3,0,0,0
Ses05F_impro05_F017,Ses05F_impro05_F014,Ses05F_impro05_M017,fru,fru,neu,4,1,0,0,0
Ses05F_impro05_M018,Ses05F_impro05_M017,Ses05F_impro05_F017,neu,neu,fru,2,1,0,0,0
Ses05F_impro05_M019,Ses05F_impro05_M018,Ses05F_impro05_F018,neu,neu,ang,2,1,0,0,0
Ses05F_impro05_M021,Ses05F_impro05_M020,Ses05F_impro05_F018,fru,fru,ang,1,3,0,0,0
Ses05F_impro05_M023,Ses05F_impro05_M022,Ses05F_impro05_F018,neu,neu,ang,1,5,0,0,0
Ses05F_impro05_F019,Ses05F_impro05_F018,Ses05F_impro05_M023,ang,ang,neu,6,1,0,0,0
Ses05F_impro05_F020,Ses05F_impro05_F019,Ses05F_impro05_M023,ang,ang,neu,1,2,0,0,0
Ses05F_impro05_M025,Ses05F_impro05_M023,Ses05F_impro05_F020,neu,neu,ang,3,1,0,0,0
Ses05F_impro05_F021,Ses05F_impro05_F020,Ses05F_impro05_M025,ang,ang,neu,2,1,0,0,0
Ses05F_impro05_M027,Ses05F_impro05_M026,Ses05F_impro05_F021,fru,fru,ang,1,2,0,0,0
Ses05F_impro05_F022,Ses05F_impro05_F021,Ses05F_impro05_M027,ang,ang,fru,3,1,0,0,0
Ses05F_impro05_M028,Ses05F_impro05_M027,Ses05F_impro05_F022,fru,fru,ang,2,1,0,0,0
Ses05F_impro05_F023,Ses05F_impro05_F022,Ses05F_impro05_M028,ang,ang,fru,2,1,0,0,0
Ses05F_impro05_M029,Ses05F_impro05_M028,Ses05F_impro05_F023,fru,fru,ang,2,1,0,0,0
Ses05F_impro05_F024,Ses05F_impro05_F023,Ses05F_impro05_M029,ang,ang,fru,2,1,0,0,0
Ses05F_impro05_M031,Ses05F_impro05_M030,Ses05F_impro05_F024,neu,neu,ang,1,2,0,0,0
Ses05F_impro05_M032,Ses05F_impro05_M031,Ses05F_impro05_F026,neu,neu,fru,2,1,0,0,0
Ses05F_impro05_F027,Ses05F_impro05_F026,Ses05F_impro05_M032,fru,fru,neu,2,1,0,0,0
Ses05F_impro05_M033,Ses05F_impro05_M032,Ses05F_impro05_F027,neu,neu,fru,2,1,0,0,0
Ses05F_impro05_F028,Ses05F_impro05_F027,Ses05F_impro05_M033,fru,fru,neu,2,1,0,0,0
Ses05F_impro05_M034,Ses05F_impro05_M033,Ses05F_impro05_F028,neu,neu,fru,2,1,0,0,0
Ses05F_impro05_M035,Ses05F_impro05_M034,Ses05F_impro05_F028,fru,neu,fru,1,2,1,0,0
Ses05F_impro05_M037,Ses05F_impro05_M036,Ses05F_impro05_F031,neu,neu,ang,2,1,0,0,0
Ses05F_impro05_F033,Ses05F_impro05_F031,Ses05F_impro05_M039,ang,ang,neu,4,1,0,0,0
Ses05F_impro05_M040,Ses05F_impro05_M039,Ses05F_impro05_F033,neu,neu,ang,2,1,0,0,0
Ses05F_impro05_F034,Ses05F_impro05_F033,Ses05F_impro05_M040,ang,ang,neu,2,1,0,0,0
Ses05F_impro05_M041,Ses05F_impro05_M040,Ses05F_impro05_F034,neu,neu,ang,2,1,0,0,0
Ses05F_impro05_M043,Ses05F_impro05_M041,Ses05F_impro05_F036,fru,neu,fru,2,1,1,0,0
Ses05F_impro05_F042,Ses05F_impro05_F041,Ses05F_impro05_M048,ang,ang,neu,2,1,0,0,0
Ses05F_impro05_M051,Ses05F_impro05_M050,Ses05F_impro05_F042,neu,neu,ang,1,3,0,0,0
Ses05F_impro05_M052,Ses05F_impro05_M051,Ses05F_impro05_F044,neu,neu,fru,2,1,0,0,0
Ses05F_impro05_F045,Ses05F_impro05_F044,Ses05F_impro05_M052,fru,fru,neu,2,1,0,0,0
Ses05F_impro05_M053,Ses05F_impro05_M052,Ses05F_impro05_F045,neu,neu,fru,2,1,0,0,0
Ses05F_impro06_M001,pad,Ses05F_impro06_F000,sad,pad,sad,None,1,1,None,0
Ses05F_impro06_F011,Ses05F_impro06_F010,Ses05F_impro06_M010,sad,sad,neu,3,1,0,0,0
Ses05F_impro06_F012,Ses05F_impro06_F011,Ses05F_impro06_M010,sad,sad,neu,1,2,0,0,0
Ses05F_impro06_M011,Ses05F_impro06_M010,Ses05F_impro06_F012,sad,neu,sad,3,1,1,0,0
Ses05F_impro06_F014,Ses05F_impro06_F013,Ses05F_impro06_M012,sad,sad,neu,2,1,0,0,0
Ses05F_impro06_M013,Ses05F_impro06_M012,Ses05F_impro06_F014,neu,neu,sad,2,1,0,0,0
Ses05F_impro06_F015,Ses05F_impro06_F014,Ses05F_impro06_M013,sad,sad,neu,2,1,0,0,0
Ses05F_impro06_F016,Ses05F_impro06_F015,Ses05F_impro06_M013,sad,sad,neu,1,2,0,0,0
Ses05F_impro06_M014,Ses05F_impro06_M013,Ses05F_impro06_F016,sad,neu,sad,3,1,1,0,0
Ses05F_impro06_F019,Ses05F_impro06_F018,Ses05F_impro06_M017,sad,sad,neu,2,1,0,0,0
Ses05F_impro06_M018,Ses05F_impro06_M017,Ses05F_impro06_F019,neu,neu,sad,2,1,0,0,0
Ses05F_impro06_F020,Ses05F_impro06_F019,Ses05F_impro06_M018,sad,sad,neu,2,1,0,0,0
Ses05F_impro06_M019,Ses05F_impro06_M018,Ses05F_impro06_F020,neu,neu,sad,2,1,0,0,0
Ses05F_impro06_F021,Ses05F_impro06_F020,Ses05F_impro06_M019,sad,sad,neu,2,1,0,0,0
Ses05F_impro06_F022,Ses05F_impro06_F021,Ses05F_impro06_M019,sad,sad,neu,1,2,0,0,0
Ses05F_impro06_F023,Ses05F_impro06_F022,Ses05F_impro06_M019,sad,sad,neu,1,3,0,0,0
Ses05F_impro06_M020,Ses05F_impro06_M019,Ses05F_impro06_F023,sad,neu,sad,4,1,1,0,0
Ses05F_impro06_F024,Ses05F_impro06_F023,Ses05F_impro06_M021,sad,sad,neu,3,1,0,0,0
Ses05F_impro06_M022,Ses05F_impro06_M021,Ses05F_impro06_F024,neu,neu,sad,2,1,0,0,0
Ses05F_impro06_F025,Ses05F_impro06_F024,Ses05F_impro06_M022,sad,sad,neu,2,1,0,0,0
Ses05F_impro06_M023,Ses05F_impro06_M022,Ses05F_impro06_F025,neu,neu,sad,2,1,0,0,0
Ses05F_impro06_F026,Ses05F_impro06_F025,Ses05F_impro06_M023,sad,sad,neu,2,1,0,0,0
Ses05F_impro06_M024,Ses05F_impro06_M023,Ses05F_impro06_F026,neu,neu,sad,2,1,0,0,0
Ses05F_impro06_F027,Ses05F_impro06_F026,Ses05F_impro06_M024,sad,sad,neu,2,1,0,0,0
Ses05F_impro06_M025,Ses05F_impro06_M024,Ses05F_impro06_F027,neu,neu,sad,2,1,0,0,0
Ses05F_impro06_F029,Ses05F_impro06_F027,Ses05F_impro06_M025,sad,sad,neu,2,1,0,0,0
Ses05F_impro07_M000,pad,Ses05F_impro07_F000,exc,pad,exc,None,1,1,None,0
Ses05F_impro07_M006,Ses05F_impro07_M005,Ses05F_impro07_F006,exc,exc,hap,2,1,0,0,0
Ses05F_impro07_M008,Ses05F_impro07_M007,Ses05F_impro07_F008,exc,hap,exc,2,1,1,0,0
Ses05F_impro08_M001,Ses05F_impro08_M000,Ses05F_impro08_F000,fru,fru,neu,1,2,0,0,0
Ses05F_impro08_F001,Ses05F_impro08_F000,Ses05F_impro08_M001,neu,neu,fru,3,1,0,0,0
Ses05F_impro08_M002,Ses05F_impro08_M001,Ses05F_impro08_F001,fru,fru,neu,2,1,0,0,0
Ses05F_impro08_F002,Ses05F_impro08_F001,Ses05F_impro08_M002,neu,neu,fru,2,1,0,0,0
Ses05F_impro08_F003,Ses05F_impro08_F002,Ses05F_impro08_M004,neu,neu,ang,2,1,0,0,0
Ses05F_impro08_F004,Ses05F_impro08_F003,Ses05F_impro08_M004,neu,neu,ang,1,2,0,0,0
Ses05F_impro08_M005,Ses05F_impro08_M004,Ses05F_impro08_F004,ang,ang,neu,3,1,0,0,0
Ses05F_impro08_F005,Ses05F_impro08_F004,Ses05F_impro08_M005,neu,neu,ang,2,1,0,0,0
Ses05F_impro08_F008,Ses05F_impro08_F007,Ses05F_impro08_M007,neu,neu,ang,3,1,0,0,0
Ses05F_impro08_F009,Ses05F_impro08_F008,Ses05F_impro08_M008,neu,neu,fru,2,1,0,0,0
Ses05F_impro08_M009,Ses05F_impro08_M008,Ses05F_impro08_F009,fru,fru,neu,2,1,0,0,0
Ses05F_impro08_F010,Ses05F_impro08_F009,Ses05F_impro08_M009,neu,neu,fru,2,1,0,0,0
Ses05F_impro08_M010,Ses05F_impro08_M009,Ses05F_impro08_F010,fru,fru,neu,2,1,0,0,0
Ses05F_impro08_F011,Ses05F_impro08_F010,Ses05F_impro08_M010,neu,neu,fru,2,1,0,0,0
Ses05F_impro08_M011,Ses05F_impro08_M010,Ses05F_impro08_F011,fru,fru,neu,2,1,0,0,0
Ses05F_impro08_F012,Ses05F_impro08_F011,Ses05F_impro08_M011,neu,neu,fru,2,1,0,0,0
Ses05F_impro08_F014,Ses05F_impro08_F012,Ses05F_impro08_M011,neu,neu,fru,1,2,0,0,0
Ses05F_impro08_M012,Ses05F_impro08_M011,Ses05F_impro08_F014,fru,fru,neu,3,1,0,0,0
Ses05F_impro08_F015,Ses05F_impro08_F014,Ses05F_impro08_M012,neu,neu,fru,2,1,0,0,0
Ses05F_impro08_M013,Ses05F_impro08_M012,Ses05F_impro08_F015,neu,fru,neu,2,1,1,0,0
Ses05F_impro08_F017,Ses05F_impro08_F016,Ses05F_impro08_M014,neu,neu,fru,2,1,0,0,0
Ses05F_impro08_F018,Ses05F_impro08_F017,Ses05F_impro08_M014,neu,neu,fru,1,2,0,0,0
Ses05F_impro08_M016,Ses05F_impro08_M014,Ses05F_impro08_F018,neu,fru,neu,3,1,1,0,0
Ses05F_impro08_F023,Ses05F_impro08_F022,Ses05F_impro08_M021,neu,neu,fru,2,1,0,0,0
Ses05F_impro08_M022,Ses05F_impro08_M021,Ses05F_impro08_F023,neu,fru,neu,2,1,1,0,0
Ses05F_impro08_F024,Ses05F_impro08_F023,Ses05F_impro08_M023,neu,neu,fru,3,1,0,0,0
Ses05F_impro08_F025,Ses05F_impro08_F024,Ses05F_impro08_M023,neu,neu,fru,1,2,0,0,0
Ses05F_impro08_F026,Ses05F_impro08_F025,Ses05F_impro08_M025,neu,neu,hap,2,1,0,0,0
Ses05F_impro08_M026,Ses05F_impro08_M025,Ses05F_impro08_F026,hap,hap,neu,2,1,0,0,0
Ses05F_impro08_F027,Ses05F_impro08_F026,Ses05F_impro08_M026,neu,neu,hap,2,1,0,0,0
Ses05F_impro08_M027,Ses05F_impro08_M026,Ses05F_impro08_F027,neu,hap,neu,2,1,1,0,0
Ses05F_impro08_F030,Ses05F_impro08_F028,Ses05F_impro08_M028,neu,neu,hap,2,1,0,0,0
Ses05F_impro08_F031,Ses05F_impro08_F030,Ses05F_impro08_M028,neu,neu,hap,1,2,0,0,0
Ses05F_impro08_M030,Ses05F_impro08_M028,Ses05F_impro08_F031,hap,hap,neu,3,1,0,0,0
Ses05F_impro08_F033,Ses05F_impro08_F031,Ses05F_impro08_M030,neu,neu,hap,2,1,0,0,0
Ses05F_impro08_M031,Ses05F_impro08_M030,Ses05F_impro08_F033,hap,hap,neu,2,1,0,0,0
Ses05F_impro08_F034,Ses05F_impro08_F033,Ses05F_impro08_M031,neu,neu,hap,2,1,0,0,0
Ses05F_script01_1_M000,pad,Ses05F_script01_1_F000,sad,pad,sad,None,1,1,None,0
Ses05F_script01_1_M011,Ses05F_script01_1_M010,Ses05F_script01_1_F008,fru,fru,sad,1,5,0,0,0
Ses05F_script01_1_M012,Ses05F_script01_1_M011,Ses05F_script01_1_F008,fru,fru,sad,1,6,0,0,0
Ses05F_script01_1_M014,Ses05F_script01_1_M013,Ses05F_script01_1_F014,fru,ang,fru,2,1,1,0,0
Ses05F_script01_1_M017,Ses05F_script01_1_M016,Ses05F_script01_1_F014,fru,sad,fru,1,4,1,0,0
Ses05F_script01_1_M018,Ses05F_script01_1_M017,Ses05F_script01_1_F017,neu,fru,neu,2,1,1,0,0
Ses05F_script01_1_M020,Ses05F_script01_1_M019,Ses05F_script01_1_F017,fru,fru,neu,1,3,0,0,0
Ses05F_script01_1_F021,Ses05F_script01_1_F017,Ses05F_script01_1_M020,fru,neu,fru,4,1,1,0,0
Ses05F_script01_1_F025,Ses05F_script01_1_F024,Ses05F_script01_1_M025,neu,neu,ang,2,1,0,0,0
Ses05F_script01_1_F026,Ses05F_script01_1_F025,Ses05F_script01_1_M025,neu,neu,ang,1,2,0,0,0
Ses05F_script01_1_F027,Ses05F_script01_1_F026,Ses05F_script01_1_M025,neu,neu,ang,1,3,0,0,0
