center,target,opposite,center_label,target_label,opposite_label,target_dist,opposite_dist,self_emo_shift,self_time_dur,closest_time_dur
Ses01F_script03_1_F022,Ses01F_script03_1_F021,Ses01F_script03_1_M026,hap,hap,hap,2,1,0,0,0
Ses01F_script03_1_M037,Ses01F_script03_1_M036,Ses01F_script03_1_F029,hap,hap,hap,1,2,0,0,0
Ses01F_script03_1_F030,Ses01F_script03_1_F029,Ses01F_script03_1_M037,hap,hap,hap,3,1,0,0,0
Ses01F_script03_2_F014,Ses01F_script03_2_F013,Ses01F_script03_2_M014,ang,ang,ang,2,1,0,0,0
Ses01F_script03_2_M023,Ses01F_script03_2_M022,Ses01F_script03_2_F021,ang,ang,ang,2,1,0,0,0
Ses01F_script03_2_F022,Ses01F_script03_2_F021,Ses01F_script03_2_M023,ang,ang,ang,2,1,0,0,0
Ses01F_script03_2_M024,Ses01F_script03_2_M023,Ses01F_script03_2_F022,ang,ang,ang,2,1,0,0,0
Ses01F_script03_2_F023,Ses01F_script03_2_F022,Ses01F_script03_2_M024,ang,ang,ang,2,1,0,0,0
Ses01F_script03_2_F024,Ses01F_script03_2_F023,Ses01F_script03_2_M024,ang,ang,ang,1,2,0,0,0
Ses01F_script03_2_M025,Ses01F_script03_2_M024,Ses01F_script03_2_F024,ang,ang,ang,3,1,0,0,0
Ses01F_script03_2_F025,Ses01F_script03_2_F024,Ses01F_script03_2_M025,ang,ang,ang,2,1,0,0,0
Ses01F_script03_2_M026,Ses01F_script03_2_M025,Ses01F_script03_2_F025,ang,ang,ang,2,1,0,0,0
Ses01F_script03_2_F026,Ses01F_script03_2_F025,Ses01F_script03_2_M026,ang,ang,ang,2,1,0,0,0
Ses01F_script03_2_M027,Ses01F_script03_2_M026,Ses01F_script03_2_F026,ang,ang,ang,2,1,0,0,0
Ses01F_script03_2_F027,Ses01F_script03_2_F026,Ses01F_script03_2_M027,ang,ang,ang,2,1,0,0,0
Ses01F_script03_2_F028,Ses01F_script03_2_F027,Ses01F_script03_2_M027,ang,ang,ang,1,2,0,0,0
Ses01F_script03_2_F029,Ses01F_script03_2_F028,Ses01F_script03_2_M027,ang,ang,ang,1,3,0,0,0
Ses01F_script03_2_M033,Ses01F_script03_2_M032,Ses01F_script03_2_F034,ang,ang,ang,2,1,0,0,0
Ses01F_script03_2_F035,Ses01F_script03_2_F034,Ses01F_script03_2_M033,ang,ang,ang,2,1,0,0,0
Ses01F_script03_2_M034,Ses01F_script03_2_M033,Ses01F_script03_2_F035,ang,ang,ang,2,1,0,0,0
Ses01F_script03_2_F036,Ses01F_script03_2_F035,Ses01F_script03_2_M034,ang,ang,ang,2,1,0,0,0
Ses01F_script03_2_M035,Ses01F_script03_2_M034,Ses01F_script03_2_F036,ang,ang,ang,2,1,0,0,0
Ses01F_script03_2_M036,Ses01F_script03_2_M035,Ses01F_script03_2_F036,ang,ang,ang,1,2,0,0,0
Ses01F_script03_2_F037,Ses01F_script03_2_F036,Ses01F_script03_2_M036,ang,ang,ang,3,1,0,0,0
Ses01F_script03_2_M037,Ses01F_script03_2_M036,Ses01F_script03_2_F037,ang,ang,ang,2,1,0,0,0
Ses01F_script03_2_F038,Ses01F_script03_2_F037,Ses01F_script03_2_M037,ang,ang,ang,2,1,0,0,0
Ses01F_script03_2_M038,Ses01F_script03_2_M037,Ses01F_script03_2_F038,ang,ang,ang,2,1,0,0,0
Ses01F_script03_2_F039,Ses01F_script03_2_F038,Ses01F_script03_2_M038,ang,ang,ang,2,1,0,0,0
Ses01F_script03_2_M039,Ses01F_script03_2_M038,Ses01F_script03_2_F039,ang,ang,ang,2,1,0,0,0
Ses01F_script03_2_F040,Ses01F_script03_2_F039,Ses01F_script03_2_M039,ang,ang,ang,2,1,0,0,0
Ses01F_script03_2_M040,Ses01F_script03_2_M039,Ses01F_script03_2_F040,ang,ang,ang,2,1,0,0,0
Ses01M_impro02_M012,Ses01M_impro02_M011,Ses01M_impro02_F009,sad,sad,sad,2,1,0,0,0
Ses01M_impro02_F010,Ses01M_impro02_F009,Ses01M_impro02_M012,sad,sad,sad,2,1,0,0,0
Ses01M_impro02_M013,Ses01M_impro02_M012,Ses01M_impro02_F010,sad,sad,sad,2,1,0,0,0
Ses01M_impro02_M014,Ses01M_impro02_M013,Ses01M_impro02_F010,sad,sad,sad,1,2,0,0,0
Ses01M_impro02_M015,Ses01M_impro02_M014,Ses01M_impro02_F010,sad,sad,sad,1,3,0,0,0
Ses01M_impro02_M019,Ses01M_impro02_M018,Ses01M_impro02_F013,sad,sad,sad,2,1,0,0,0
Ses01M_impro02_M021,Ses01M_impro02_M020,Ses01M_impro02_F015,sad,sad,sad,2,1,0,0,0
Ses01M_impro02_M023,Ses01M_impro02_M022,Ses01M_impro02_F017,sad,sad,sad,2,1,0,0,0
Ses01M_impro03_F004,Ses01M_impro03_F003,Ses01M_impro03_M004,hap,hap,hap,2,1,0,0,0
Ses01M_impro03_F005,Ses01M_impro03_F004,Ses01M_impro03_M004,hap,hap,hap,1,2,0,0,0
Ses01M_impro03_M005,Ses01M_impro03_M004,Ses01M_impro03_F005,hap,hap,hap,3,1,0,0,0
Ses01M_impro03_F008,Ses01M_impro03_F007,Ses01M_impro03_M007,hap,hap,hap,2,1,0,0,0
Ses01M_impro03_M008,Ses01M_impro03_M007,Ses01M_impro03_F008,hap,hap,hap,2,1,0,0,0
Ses01M_impro03_F009,Ses01M_impro03_F008,Ses01M_impro03_M008,hap,hap,hap,2,1,0,0,0
Ses01M_impro03_F010,Ses01M_impro03_F009,Ses01M_impro03_M008,hap,hap,hap,1,2,0,0,0
Ses01M_impro03_M011,Ses01M_impro03_M010,Ses01M_impro03_F010,hap,hap,hap,1,3,0,0,0
Ses01M_impro03_F011,Ses01M_impro03_F010,Ses01M_impro03_M011,hap,hap,hap,4,1,0,0,0
Ses01M_impro03_M012,Ses01M_impro03_M011,Ses01M_impro03_F011,hap,hap,hap,2,1,0,0,0
Ses01M_impro03_F012,Ses01M_impro03_F011,Ses01M_impro03_M012,hap,hap,hap,2,1,0,0,0
Ses01M_impro03_M013,Ses01M_impro03_M012,Ses01M_impro03_F012,hap,hap,hap,2,1,0,0,0
Ses01M_impro03_F014,Ses01M_impro03_F013,Ses01M_impro03_M015,hap,hap,hap,2,1,0,0,0
Ses01M_impro03_M016,Ses01M_impro03_M015,Ses01M_impro03_F014,hap,hap,hap,2,1,0,0,0
Ses01M_impro03_F015,Ses01M_impro03_F014,Ses01M_impro03_M016,hap,hap,hap,2,1,0,0,0
Ses01M_impro03_M017,Ses01M_impro03_M016,Ses01M_impro03_F015,hap,hap,hap,2,1,0,0,0
Ses01M_impro03_F016,Ses01M_impro03_F015,Ses01M_impro03_M017,hap,hap,hap,2,1,0,0,0
Ses01M_impro03_F018,Ses01M_impro03_F017,Ses01M_impro03_M018,neu,neu,neu,2,1,0,0,0
Ses01M_impro03_M020,Ses01M_impro03_M019,Ses01M_impro03_F019,hap,hap,hap,2,1,0,0,0
Ses01M_impro03_F020,Ses01M_impro03_F019,Ses01M_impro03_M020,hap,hap,hap,2,1,0,0,0
Ses01M_impro03_F023,Ses01M_impro03_F022,Ses01M_impro03_M022,hap,hap,hap,2,1,0,0,0
Ses01M_impro03_F024,Ses01M_impro03_F023,Ses01M_impro03_M022,hap,hap,hap,1,2,0,0,0
Ses01M_impro03_M023,Ses01M_impro03_M022,Ses01M_impro03_F024,hap,hap,hap,3,1,0,0,0
Ses01M_impro03_F025,Ses01M_impro03_F024,Ses01M_impro03_M023,hap,hap,hap,2,1,0,0,0
Ses01M_impro03_M024,Ses01M_impro03_M023,Ses01M_impro03_F025,hap,hap,hap,2,1,0,0,0
Ses01M_impro03_F026,Ses01M_impro03_F025,Ses01M_impro03_M024,hap,hap,hap,2,1,0,0,0
Ses01M_impro05_F020,Ses01M_impro05_F019,Ses01M_impro05_M015,neu,neu,neu,2,1,0,0,0
Ses01M_impro05_F021,Ses01M_impro05_F020,Ses01M_impro05_M015,neu,neu,neu,1,2,0,0,0
Ses01M_impro06_M007,Ses01M_impro06_M006,Ses01M_impro06_F003,sad,sad,sad,2,1,0,0,0
Ses01M_impro06_F004,Ses01M_impro06_F003,Ses01M_impro06_M007,sad,sad,sad,2,1,0,0,0
Ses01M_impro06_F005,Ses01M_impro06_F004,Ses01M_impro06_M007,sad,sad,sad,1,2,0,0,0
Ses01M_impro06_M008,Ses01M_impro06_M007,Ses01M_impro06_F005,sad,sad,sad,3,1,0,0,0
Ses01M_impro06_F006,Ses01M_impro06_F005,Ses01M_impro06_M008,sad,sad,sad,2,1,0,0,0
Ses01M_impro06_M009,Ses01M_impro06_M008,Ses01M_impro06_F006,sad,sad,sad,2,1,0,0,0
Ses01M_impro06_M010,Ses01M_impro06_M009,Ses01M_impro06_F006,sad,sad,sad,1,2,0,0,0
Ses01M_impro07_M002,Ses01M_impro07_M001,Ses01M_impro07_F001,hap,hap,hap,2,1,0,0,0
Ses01M_impro07_M003,Ses01M_impro07_M002,Ses01M_impro07_F001,hap,hap,hap,1,2,0,0,0
Ses01M_impro07_F004,Ses01M_impro07_F003,Ses01M_impro07_M003,hap,hap,hap,1,3,0,0,0
Ses01M_impro07_F005,Ses01M_impro07_F004,Ses01M_impro07_M003,hap,hap,hap,1,4,0,0,0
Ses01M_impro07_M004,Ses01M_impro07_M003,Ses01M_impro07_F005,hap,hap,hap,5,1,0,0,0
Ses01M_impro07_F006,Ses01M_impro07_F005,Ses01M_impro07_M004,hap,hap,hap,2,1,0,0,0
Ses01M_impro07_M005,Ses01M_impro07_M004,Ses01M_impro07_F006,hap,hap,hap,2,1,0,0,0
Ses01M_impro07_F007,Ses01M_impro07_F006,Ses01M_impro07_M005,hap,hap,hap,2,1,0,0,0
Ses01M_impro07_M006,Ses01M_impro07_M005,Ses01M_impro07_F007,hap,hap,hap,2,1,0,0,0
Ses01M_impro07_F008,Ses01M_impro07_F007,Ses01M_impro07_M006,hap,hap,hap,2,1,0,0,0
Ses01M_impro07_F009,Ses01M_impro07_F008,Ses01M_impro07_M006,hap,hap,hap,1,2,0,0,0
Ses01M_impro07_M007,Ses01M_impro07_M006,Ses01M_impro07_F009,hap,hap,hap,3,1,0,0,0
Ses01M_impro07_M008,Ses01M_impro07_M007,Ses01M_impro07_F009,hap,hap,hap,1,2,0,0,0
Ses01M_impro07_M009,Ses01M_impro07_M008,Ses01M_impro07_F011,hap,hap,hap,3,1,0,0,0
Ses01M_impro07_M010,Ses01M_impro07_M009,Ses01M_impro07_F011,hap,hap,hap,1,2,0,0,0
Ses01M_impro07_F014,Ses01M_impro07_F013,Ses01M_impro07_M010,hap,hap,hap,1,3,0,0,0
Ses01M_impro07_M011,Ses01M_impro07_M010,Ses01M_impro07_F014,hap,hap,hap,4,1,0,0,0
Ses01M_impro07_F016,Ses01M_impro07_F015,Ses01M_impro07_M013,hap,hap,hap,2,1,0,0,0
Ses01M_impro07_F022,Ses01M_impro07_F021,Ses01M_impro07_M017,hap,hap,hap,3,1,0,0,0
Ses01M_impro07_M018,Ses01M_impro07_M017,Ses01M_impro07_F022,hap,hap,hap,2,1,0,0,0
Ses01M_impro07_F023,Ses01M_impro07_F022,Ses01M_impro07_M018,hap,hap,hap,2,1,0,0,0
Ses01M_impro07_M019,Ses01M_impro07_M018,Ses01M_impro07_F023,hap,hap,hap,2,1,0,0,0
Ses01M_impro07_F024,Ses01M_impro07_F023,Ses01M_impro07_M019,hap,hap,hap,2,1,0,0,0
Ses01M_impro07_M033,Ses01M_impro07_M032,Ses01M_impro07_F034,hap,hap,hap,1,2,0,0,0
Ses01M_script01_1_M004,Ses01M_script01_1_M003,Ses01M_script01_1_F004,sad,sad,sad,2,1,0,0,0
Ses01M_script01_1_F005,Ses01M_script01_1_F004,Ses01M_script01_1_M004,sad,sad,sad,2,1,0,0,0
Ses01M_script01_1_M005,Ses01M_script01_1_M004,Ses01M_script01_1_F005,sad,sad,sad,2,1,0,0,0
Ses01M_script01_1_F006,Ses01M_script01_1_F005,Ses01M_script01_1_M005,sad,sad,sad,2,1,0,0,0
Ses01M_script01_1_M021,Ses01M_script01_1_M020,Ses01M_script01_1_F023,ang,ang,ang,3,1,0,0,0
Ses01M_script01_1_F024,Ses01M_script01_1_F023,Ses01M_script01_1_M021,ang,ang,ang,2,1,0,0,0
Ses01M_script01_1_F037,Ses01M_script01_1_F036,Ses01M_script01_1_M034,ang,ang,ang,2,1,0,0,0
Ses01M_script01_1_M035,Ses01M_script01_1_M034,Ses01M_script01_1_F037,ang,ang,ang,2,1,0,0,0
Ses01M_script01_1_F042,Ses01M_script01_1_F041,Ses01M_script01_1_M041,ang,ang,ang,2,1,0,0,0
Ses01M_script01_2_M016,Ses01M_script01_2_M015,Ses01M_script01_2_F013,ang,ang,ang,1,2,0,0,0
Ses01M_script01_3_M007,Ses01M_script01_3_M006,Ses01M_script01_3_F008,neu,neu,neu,2,1,0,0,0
Ses01M_script01_3_F015,Ses01M_script01_3_F014,Ses01M_script01_3_M016,hap,hap,hap,2,1,0,0,0
Ses01M_script01_3_F016,Ses01M_script01_3_F015,Ses01M_script01_3_M018,hap,hap,hap,3,1,0,0,0
Ses01M_script01_3_M019,Ses01M_script01_3_M018,Ses01M_script01_3_F016,hap,hap,hap,2,1,0,0,0
Ses01M_script01_3_F019,Ses01M_script01_3_F018,Ses01M_script01_3_M020,sad,sad,sad,2,1,0,0,0
Ses01M_script01_3_M021,Ses01M_script01_3_M020,Ses01M_script01_3_F019,sad,sad,sad,2,1,0,0,0
Ses01M_script01_3_M023,Ses01M_script01_3_M022,Ses01M_script01_3_F021,sad,sad,sad,2,1,0,0,0
Ses01M_script01_3_M024,Ses01M_script01_3_M023,Ses01M_script01_3_F021,sad,sad,sad,1,2,0,0,0
Ses01M_script01_3_F022,Ses01M_script01_3_F021,Ses01M_script01_3_M024,sad,sad,sad,3,1,0,0,0
Ses01M_script01_3_M025,Ses01M_script01_3_M024,Ses01M_script01_3_F022,sad,sad,sad,2,1,0,0,0
Ses01M_script01_3_F023,Ses01M_script01_3_F022,Ses01M_script01_3_M025,sad,sad,sad,2,1,0,0,0
Ses01M_script01_3_M026,Ses01M_script01_3_M025,Ses01M_script01_3_F023,sad,sad,sad,2,1,0,0,0
Ses01M_script01_3_F024,Ses01M_script01_3_F023,Ses01M_script01_3_M026,sad,sad,sad,2,1,0,0,0
Ses01M_script01_3_M027,Ses01M_script01_3_M026,Ses01M_script01_3_F024,sad,sad,sad,2,1,0,0,0
Ses01M_script01_3_F025,Ses01M_script01_3_F024,Ses01M_script01_3_M027,sad,sad,sad,2,1,0,0,0
Ses01M_script01_3_M028,Ses01M_script01_3_M027,Ses01M_script01_3_F025,sad,sad,sad,2,1,0,0,0
Ses01M_script01_3_M029,Ses01M_script01_3_M028,Ses01M_script01_3_F025,sad,sad,sad,1,2,0,0,0
Ses01M_script01_3_M030,Ses01M_script01_3_M029,Ses01M_script01_3_F025,sad,sad,sad,1,3,0,0,0
Ses01M_script01_3_M031,Ses01M_script01_3_M030,Ses01M_script01_3_F025,sad,sad,sad,1,4,0,0,0
Ses01M_script01_3_M032,Ses01M_script01_3_M031,Ses01M_script01_3_F025,sad,sad,sad,1,5,0,0,0
Ses01M_script01_3_M033,Ses01M_script01_3_M032,Ses01M_script01_3_F025,sad,sad,sad,1,6,0,0,0
Ses01M_script01_3_M034,Ses01M_script01_3_M033,Ses01M_script01_3_F025,sad,sad,sad,1,7,0,0,0
Ses01M_script01_3_M035,Ses01M_script01_3_M034,Ses01M_script01_3_F025,sad,sad,sad,1,8,0,0,0
Ses01M_script01_3_M041,Ses01M_script01_3_M040,Ses01M_script01_3_F026,sad,sad,sad,2,1,0,0,0
Ses01M_script02_2_F034,Ses01M_script02_2_F033,Ses01M_script02_2_M041,sad,sad,sad,2,1,0,0,0
Ses01M_script02_2_M042,Ses01M_script02_2_M041,Ses01M_script02_2_F034,sad,sad,sad,2,1,0,0,0
Ses01M_script02_2_F035,Ses01M_script02_2_F034,Ses01M_script02_2_M042,sad,sad,sad,2,1,0,0,0
Ses01M_script02_2_F036,Ses01M_script02_2_F035,Ses01M_script02_2_M042,sad,sad,sad,1,2,0,0,0
Ses01M_script02_2_M043,Ses01M_script02_2_M042,Ses01M_script02_2_F036,sad,sad,sad,3,1,0,0,0
Ses01M_script02_2_F037,Ses01M_script02_2_F036,Ses01M_script02_2_M043,sad,sad,sad,2,1,0,0,0
Ses01M_script02_2_M044,Ses01M_script02_2_M043,Ses01M_script02_2_F037,sad,sad,sad,2,1,0,0,0
Ses01M_script03_1_F004,Ses01M_script03_1_F003,Ses01M_script03_1_M004,hap,hap,hap,2,1,0,0,0
Ses01M_script03_1_F009,Ses01M_script03_1_F008,Ses01M_script03_1_M010,hap,hap,hap,2,1,0,0,0
Ses01M_script03_1_M011,Ses01M_script03_1_M010,Ses01M_script03_1_F009,hap,hap,hap,2,1,0,0,0
Ses01M_script03_1_F010,Ses01M_script03_1_F009,Ses01M_script03_1_M011,hap,hap,hap,2,1,0,0,0
Ses01M_script03_1_M012,Ses01M_script03_1_M011,Ses01M_script03_1_F010,hap,hap,hap,2,1,0,0,0
Ses01M_script03_1_F011,Ses01M_script03_1_F010,Ses01M_script03_1_M012,hap,hap,hap,2,1,0,0,0
Ses01M_script03_1_M013,Ses01M_script03_1_M012,Ses01M_script03_1_F011,hap,hap,hap,2,1,0,0,0
Ses01M_script03_1_F015,Ses01M_script03_1_F014,Ses01M_script03_1_M016,hap,hap,hap,2,1,0,0,0
Ses01M_script03_1_M017,Ses01M_script03_1_M016,Ses01M_script03_1_F015,hap,hap,hap,2,1,0,0,0
Ses01M_script03_1_M022,Ses01M_script03_1_M021,Ses01M_script03_1_F018,hap,hap,hap,1,2,0,0,0
Ses01M_script03_1_F019,Ses01M_script03_1_F018,Ses01M_script03_1_M022,hap,hap,hap,3,1,0,0,0
Ses01M_script03_1_F037,Ses01M_script03_1_F036,Ses01M_script03_1_M039,hap,hap,hap,2,1,0,0,0
Ses01M_script03_1_M040,Ses01M_script03_1_M039,Ses01M_script03_1_F037,hap,hap,hap,2,1,0,0,0
Ses01M_script03_1_F038,Ses01M_script03_1_F037,Ses01M_script03_1_M040,hap,hap,hap,2,1,0,0,0
Ses01M_script03_1_F039,Ses01M_script03_1_F038,Ses01M_script03_1_M040,hap,hap,hap,1,2,0,0,0
Ses01M_script03_1_M041,Ses01M_script03_1_M040,Ses01M_script03_1_F039,hap,hap,hap,3,1,0,0,0
Ses01M_script03_1_F040,Ses01M_script03_1_F039,Ses01M_script03_1_M041,hap,hap,hap,2,1,0,0,0
Ses01M_script03_2_F023,Ses01M_script03_2_F022,Ses01M_script03_2_M024,ang,ang,ang,1,2,0,0,0
Ses01M_script03_2_M025,Ses01M_script03_2_M024,Ses01M_script03_2_F023,ang,ang,ang,3,1,0,0,0
Ses01M_script03_2_F024,Ses01M_script03_2_F023,Ses01M_script03_2_M025,ang,ang,ang,2,1,0,0,0
Ses01M_script03_2_M026,Ses01M_script03_2_M025,Ses01M_script03_2_F024,ang,ang,ang,2,1,0,0,0
