center,target,opposite,center_label,target_label,opposite_label,target_dist,opposite_dist,self_emo_shift,self_time_dur,closest_time_dur
test_dia9_utt2_spk10,pad,test_dia9_utt1_spk6,sadness,pad,neutral,None,1,0,None,0
test_dia9_utt9_spk5,test_dia9_utt8_spk2,test_dia9_utt6_spk10,sadness,sadness,surprise,1,3,0,0,0
test_dia9_utt17_spk7,test_dia9_utt16_spk6,test_dia9_utt14_spk10,neutral,neutral,neutral,1,3,0,0,0
test_dia10_utt0_spk2,pad,pad,anger,pad,pad,None,None,0,None,None
test_dia10_utt2_spk2,test_dia10_utt1_spk2,pad,neutral,neutral,pad,1,None,0,0,0
test_dia10_utt3_spk3,test_dia10_utt2_spk2,pad,neutral,neutral,pad,1,None,0,0,0
test_dia11_utt0_spk1,pad,pad,sadness,pad,pad,None,None,0,None,None
test_dia11_utt3_spk5,test_dia11_utt2_spk1,pad,neutral,neutral,pad,1,None,0,0,0
test_dia11_utt4_spk1,test_dia11_utt3_spk5,pad,neutral,neutral,pad,1,None,0,0,0
test_dia12_utt0_spk3,pad,pad,anger,pad,pad,None,None,0,None,None
test_dia12_utt4_spk7,test_dia12_utt3_spk3,pad,anger,anger,pad,1,None,0,0,0
test_dia12_utt5_spk3,test_dia12_utt4_spk7,pad,anger,anger,pad,1,None,0,0,0
test_dia12_utt7_spk3,test_dia12_utt6_spk3,pad,sadness,sadness,pad,1,None,0,0,0
test_dia12_utt10_spk7,test_dia12_utt9_spk3,pad,neutral,neutral,pad,1,None,0,0,0
test_dia12_utt12_spk7,test_dia12_utt11_spk6,pad,joy,joy,pad,1,None,0,0,0
test_dia12_utt14_spk7,test_dia12_utt13_spk6,pad,neutral,neutral,pad,1,None,0,0,0
test_dia12_utt15_spk3,test_dia12_utt14_spk7,pad,neutral,neutral,pad,1,None,0,0,0
test_dia12_utt16_spk7,test_dia12_utt15_spk3,pad,neutral,neutral,pad,1,None,0,0,0
test_dia12_utt17_spk3,test_dia12_utt16_spk7,pad,neutral,neutral,pad,1,None,0,0,0
test_dia12_utt18_spk6,test_dia12_utt17_spk3,pad,neutral,neutral,pad,1,None,0,0,0
test_dia13_utt0_spk11,pad,pad,neutral,pad,pad,None,None,0,None,None
test_dia13_utt1_spk5,pad,test_dia13_utt0_spk11,neutral,pad,neutral,None,1,0,None,0
test_dia13_utt2_spk11,test_dia13_utt0_spk11,test_dia13_utt1_spk5,neutral,neutral,neutral,2,1,0,0,0
test_dia13_utt4_spk11,test_dia13_utt2_spk11,test_dia13_utt3_spk5,neutral,neutral,surprise,2,1,0,0,0
test_dia13_utt6_spk11,test_dia13_utt5_spk11,test_dia13_utt3_spk5,anger,anger,surprise,1,3,0,0,0
test_dia13_utt7_spk11,test_dia13_utt6_spk11,test_dia13_utt3_spk5,anger,anger,surprise,1,4,0,0,0
test_dia14_utt2_spk2,test_dia14_utt1_spk2,pad,joy,joy,pad,1,None,0,0,0
test_dia14_utt3_spk2,test_dia14_utt2_spk2,pad,joy,joy,pad,1,None,0,0,0
test_dia14_utt5_spk2,test_dia14_utt4_spk2,pad,neutral,neutral,pad,1,None,0,0,0
test_dia14_utt7_spk2,test_dia14_utt6_spk5,pad,joy,joy,pad,1,None,0,0,0
test_dia15_utt0_spk5,pad,pad,joy,pad,pad,None,None,0,None,None
test_dia15_utt1_spk12,pad,test_dia15_utt0_spk5,joy,pad,joy,None,1,0,None,0
test_dia15_utt2_spk5,test_dia15_utt0_spk5,test_dia15_utt1_spk12,joy,joy,joy,2,1,0,0,0
test_dia15_utt4_spk2,test_dia15_utt3_spk5,test_dia15_utt1_spk12,neutral,neutral,joy,1,3,0,0,0
test_dia16_utt0_spk6,pad,pad,neutral,pad,pad,None,None,0,None,None
test_dia16_utt1_spk2,test_dia16_utt0_spk6,pad,neutral,neutral,pad,1,None,0,0,0
test_dia16_utt2_spk2,test_dia16_utt1_spk2,pad,neutral,neutral,pad,1,None,0,0,0
test_dia16_utt3_spk13,pad,test_dia16_utt2_spk2,neutral,pad,neutral,None,1,0,None,0
test_dia16_utt5_spk14,test_dia16_utt3_spk13,test_dia16_utt4_spk2,neutral,neutral,surprise,2,1,0,0,0
test_dia16_utt7_spk6,test_dia16_utt6_spk6,test_dia16_utt5_spk14,neutral,neutral,neutral,1,2,0,0,0
test_dia16_utt8_spk14,test_dia16_utt5_spk14,test_dia16_utt7_spk6,neutral,neutral,neutral,3,1,0,0,0
test_dia17_utt0_spk3,pad,pad,neutral,pad,pad,None,None,0,None,None
test_dia17_utt1_spk6,test_dia17_utt0_spk3,pad,neutral,neutral,pad,1,None,0,0,0
test_dia17_utt2_spk2,test_dia17_utt1_spk6,pad,neutral,neutral,pad,1,None,0,0,0
test_dia17_utt5_spk15,pad,test_dia17_utt4_spk7,joy,pad,disgust,None,1,0,None,0
test_dia17_utt8_spk6,test_dia17_utt6_spk7,test_dia17_utt7_spk15,anger,anger,anger,2,1,0,0,0
test_dia17_utt9_spk6,test_dia17_utt8_spk6,test_dia17_utt7_spk15,anger,anger,anger,1,2,0,0,0
test_dia17_utt10_spk6,test_dia17_utt9_spk6,test_dia17_utt7_spk15,anger,anger,anger,1,3,0,0,0
test_dia17_utt19_spk5,test_dia17_utt18_spk5,pad,neutral,neutral,pad,1,None,0,0,0
test_dia17_utt20_spk1,test_dia17_utt19_spk5,pad,neutral,neutral,pad,1,None,0,0,0
test_dia17_utt21_spk5,test_dia17_utt20_spk1,pad,neutral,neutral,pad,1,None,0,0,0
test_dia17_utt22_spk1,test_dia17_utt21_spk5,pad,neutral,neutral,pad,1,None,0,0,0
test_dia17_utt23_spk1,test_dia17_utt22_spk1,pad,neutral,neutral,pad,1,None,0,0,0
test_dia17_utt27_spk3,test_dia17_utt26_spk3,pad,anger,anger,pad,1,None,0,0,0
test_dia17_utt30_spk1,test_dia17_utt29_spk3,pad,anger,anger,pad,1,None,0,0,0
test_dia17_utt31_spk1,test_dia17_utt30_spk1,pad,anger,anger,pad,1,None,0,0,0
test_dia18_utt0_spk1,pad,pad,neutral,pad,pad,None,None,0,None,None
test_dia18_utt1_spk2,test_dia18_utt0_spk1,pad,neutral,neutral,pad,1,None,0,0,0
test_dia18_utt2_spk1,test_dia18_utt1_spk2,pad,neutral,neutral,pad,1,None,0,0,0
test_dia20_utt0_spk1,pad,pad,anger,pad,pad,None,None,0,None,None
test_dia20_utt2_spk1,test_dia20_utt1_spk2,pad,neutral,neutral,pad,1,None,0,0,0
test_dia20_utt3_spk2,test_dia20_utt2_spk1,pad,neutral,neutral,pad,1,None,0,0,0
test_dia20_utt4_spk1,test_dia20_utt3_spk2,pad,neutral,neutral,pad,1,None,0,0,0
test_dia20_utt5_spk2,test_dia20_utt4_spk1,pad,neutral,neutral,pad,1,None,0,0,0
test_dia21_utt0_spk5,pad,pad,neutral,pad,pad,None,None,0,None,None
test_dia21_utt1_spk16,pad,test_dia21_utt0_spk5,neutral,pad,neutral,None,1,0,None,0
test_dia21_utt2_spk5,test_dia21_utt0_spk5,test_dia21_utt1_spk16,neutral,neutral,neutral,2,1,0,0,0
test_dia21_utt3_spk5,test_dia21_utt2_spk5,test_dia21_utt1_spk16,neutral,neutral,neutral,1,2,0,0,0
test_dia22_utt0_spk7,pad,pad,joy,pad,pad,None,None,0,None,None
test_dia22_utt2_spk7,test_dia22_utt1_spk6,pad,neutral,neutral,pad,1,None,0,0,0
test_dia22_utt13_spk6,test_dia22_utt12_spk6,pad,joy,joy,pad,1,None,0,0,0
test_dia22_utt18_spk6,test_dia22_utt17_spk7,pad,joy,joy,pad,1,None,0,0,0
test_dia22_utt21_spk7,test_dia22_utt20_spk6,pad,neutral,neutral,pad,1,None,0,0,0
test_dia23_utt0_spk1,pad,pad,joy,pad,pad,None,None,0,None,None
test_dia23_utt1_spk17,pad,test_dia23_utt0_spk1,neutral,pad,joy,None,1,0,None,0
test_dia24_utt0_spk5,pad,pad,neutral,pad,pad,None,None,0,None,None
test_dia25_utt0_spk6,pad,pad,neutral,pad,pad,None,None,0,None,None
test_dia25_utt1_spk1,test_dia25_utt0_spk6,pad,neutral,neutral,pad,1,None,0,0,0
test_dia25_utt12_spk6,test_dia25_utt11_spk3,pad,neutral,neutral,pad,1,None,0,0,0
test_dia25_utt13_spk1,test_dia25_utt12_spk6,pad,neutral,neutral,pad,1,None,0,0,0
test_dia25_utt14_spk6,test_dia25_utt13_spk1,pad,neutral,neutral,pad,1,None,0,0,0
test_dia25_utt15_spk1,test_dia25_utt14_spk6,pad,neutral,neutral,pad,1,None,0,0,0
test_dia26_utt0_spk2,pad,pad,joy,pad,pad,None,None,0,None,None
test_dia27_utt0_spk18,pad,pad,joy,pad,pad,None,None,0,None,None
test_dia27_utt1_spk5,pad,test_dia27_utt0_spk18,neutral,pad,joy,None,1,0,None,0
test_dia28_utt0_spk18,pad,pad,neutral,pad,pad,None,None,0,None,None
test_dia28_utt1_spk5,pad,test_dia28_utt0_spk18,joy,pad,neutral,None,1,0,None,0
test_dia28_utt2_spk18,test_dia28_utt0_spk18,test_dia28_utt1_spk5,neutral,neutral,joy,2,1,0,0,0
test_dia28_utt4_spk18,test_dia28_utt2_spk18,test_dia28_utt3_spk5,neutral,neutral,sadness,2,1,0,0,0
test_dia28_utt6_spk5,test_dia28_utt5_spk5,test_dia28_utt4_spk18,neutral,neutral,neutral,1,2,0,0,0
test_dia28_utt11_spk18,test_dia28_utt10_spk18,test_dia28_utt8_spk5,neutral,neutral,neutral,1,3,0,0,0
test_dia28_utt12_spk5,test_dia28_utt8_spk5,test_dia28_utt11_spk18,neutral,neutral,neutral,4,1,0,0,0
test_dia28_utt13_spk18,test_dia28_utt11_spk18,test_dia28_utt12_spk5,neutral,neutral,neutral,2,1,0,0,0
test_dia29_utt0_spk7,pad,pad,neutral,pad,pad,None,None,0,None,None
test_dia29_utt9_spk3,test_dia29_utt8_spk7,pad,neutral,neutral,pad,1,None,0,0,0
test_dia29_utt12_spk3,test_dia29_utt11_spk3,pad,joy,joy,pad,1,None,0,0,0
test_dia30_utt1_spk15,pad,test_dia30_utt0_spk1,joy,pad,surprise,None,1,0,None,0
test_dia30_utt3_spk15,test_dia30_utt1_spk15,test_dia30_utt2_spk1,joy,joy,joy,2,1,0,0,0
test_dia31_utt0_spk1,pad,pad,neutral,pad,pad,None,None,0,None,None
test_dia32_utt1_spk19,pad,test_dia32_utt0_spk5,joy,pad,surprise,None,1,0,None,0
test_dia32_utt4_spk5,test_dia32_utt2_spk5,test_dia32_utt3_spk19,neutral,neutral,neutral,2,1,0,0,0
test_dia32_utt6_spk5,test_dia32_utt4_spk5,test_dia32_utt5_spk19,neutral,neutral,sadness,2,1,0,0,0
test_dia32_utt10_spk19,test_dia32_utt9_spk19,test_dia32_utt8_spk5,sadness,sadness,surprise,1,2,0,0,0
test_dia32_utt11_spk19,test_dia32_utt10_spk19,test_dia32_utt8_spk5,sadness,sadness,surprise,1,3,0,0,0
test_dia33_utt0_spk5,pad,pad,sadness,pad,pad,None,None,0,None,None
test_dia33_utt3_spk1,test_dia33_utt2_spk6,pad,neutral,neutral,pad,1,None,0,0,0
test_dia33_utt6_spk1,test_dia33_utt5_spk1,pad,sadness,sadness,pad,1,None,0,0,0
test_dia33_utt8_spk1,test_dia33_utt7_spk6,pad,neutral,neutral,pad,1,None,0,0,0
test_dia33_utt10_spk5,test_dia33_utt9_spk6,pad,anger,anger,pad,1,None,0,0,0
test_dia34_utt0_spk6,pad,pad,neutral,pad,pad,None,None,0,None,None
test_dia34_utt9_spk6,test_dia34_utt8_spk6,pad,neutral,neutral,pad,1,None,0,0,0
test_dia34_utt10_spk6,test_dia34_utt9_spk6,pad,neutral,neutral,pad,1,None,0,0,0
test_dia34_utt11_spk6,test_dia34_utt10_spk6,pad,neutral,neutral,pad,1,None,0,0,0
test_dia34_utt15_spk1,test_dia34_utt14_spk1,pad,anger,anger,pad,1,None,0,0,0
test_dia34_utt18_spk1,test_dia34_utt17_spk6,pad,anger,anger,pad,1,None,0,0,0
test_dia35_utt0_spk20,pad,pad,neutral,pad,pad,None,None,0,None,None
test_dia35_utt1_spk3,pad,test_dia35_utt0_spk20,joy,pad,neutral,None,1,0,None,0
test_dia35_utt2_spk21,test_dia35_utt0_spk20,test_dia35_utt1_spk3,neutral,neutral,joy,2,1,0,0,0
test_dia35_utt4_spk22,test_dia35_utt2_spk21,test_dia35_utt3_spk3,neutral,neutral,neutral,2,1,0,0,0
test_dia36_utt0_spk1,pad,pad,neutral,pad,pad,None,None,0,None,None
test_dia37_utt0_spk15,pad,pad,anger,pad,pad,None,None,0,None,None
test_dia37_utt1_spk2,pad,test_dia37_utt0_spk15,neutral,pad,anger,None,1,0,None,0
test_dia37_utt2_spk15,test_dia37_utt0_spk15,test_dia37_utt1_spk2,anger,anger,neutral,2,1,0,0,0
test_dia37_utt4_spk15,test_dia37_utt2_spk15,test_dia37_utt3_spk2,anger,anger,fear,2,1,0,0,0
test_dia38_utt0_spk23,pad,pad,joy,pad,pad,None,None,0,None,None
test_dia38_utt1_spk2,pad,test_dia38_utt0_spk23,joy,pad,joy,None,1,0,None,0
test_dia38_utt3_spk2,test_dia38_utt1_spk2,test_dia38_utt2_spk23,joy,joy,neutral,2,1,0,0,0
test_dia39_utt0_spk3,pad,pad,neutral,pad,pad,None,None,0,None,None
test_dia39_utt1_spk24,pad,test_dia39_utt0_spk3,neutral,pad,neutral,None,1,0,None,0
test_dia39_utt2_spk3,test_dia39_utt0_spk3,test_dia39_utt1_spk24,neutral,neutral,neutral,2,1,0,0,0
test_dia39_utt3_spk24,test_dia39_utt1_spk24,test_dia39_utt2_spk3,neutral,neutral,neutral,2,1,0,0,0
test_dia39_utt4_spk3,test_dia39_utt2_spk3,test_dia39_utt3_spk24,neutral,neutral,neutral,2,1,0,0,0
test_dia39_utt5_spk25,test_dia39_utt3_spk24,test_dia39_utt4_spk3,neutral,neutral,neutral,2,1,0,0,0
test_dia39_utt8_spk26,test_dia39_utt7_spk27,test_dia39_utt4_spk3,neutral,neutral,neutral,1,4,0,0,0
test_dia39_utt11_spk3,test_dia39_utt10_spk6,test_dia39_utt8_spk26,neutral,neutral,neutral,1,3,0,0,0
test_dia40_utt0_spk6,pad,pad,joy,pad,pad,None,None,0,None,None
test_dia41_utt0_spk6,pad,pad,neutral,pad,pad,None,None,0,None,None
test_dia41_utt2_spk1,test_dia41_utt1_spk7,pad,anger,anger,pad,1,None,0,0,0
test_dia41_utt11_spk5,test_dia41_utt10_spk5,pad,sadness,sadness,pad,1,None,0,0,0
test_dia42_utt0_spk3,pad,pad,joy,pad,pad,None,None,0,None,None
test_dia43_utt0_spk6,pad,pad,neutral,pad,pad,None,None,0,None,None
test_dia43_utt1_spk2,test_dia43_utt0_spk6,pad,neutral,neutral,pad,1,None,0,0,0
test_dia43_utt2_spk6,test_dia43_utt1_spk2,pad,neutral,neutral,pad,1,None,0,0,0
test_dia43_utt3_spk3,test_dia43_utt2_spk6,pad,neutral,neutral,pad,1,None,0,0,0
test_dia43_utt4_spk6,test_dia43_utt3_spk3,pad,neutral,neutral,pad,1,None,0,0,0
test_dia43_utt5_spk2,test_dia43_utt4_spk6,pad,neutral,neutral,pad,1,None,0,0,0
test_dia43_utt6_spk5,test_dia43_utt5_spk2,pad,neutral,neutral,pad,1,None,0,0,0
test_dia44_utt0_spk7,pad,pad,neutral,pad,pad,None,None,0,None,None
test_dia44_utt1_spk1,test_dia44_utt0_spk7,pad,neutral,neutral,pad,1,None,0,0,0
test_dia45_utt0_spk6,pad,pad,anger,pad,pad,None,None,0,None,None
test_dia45_utt2_spk6,test_dia45_utt1_spk5,pad,neutral,neutral,pad,1,None,0,0,0
test_dia45_utt5_spk5,test_dia45_utt4_spk5,pad,joy,joy,pad,1,None,0,0,0
test_dia45_utt8_spk6,test_dia45_utt7_spk6,pad,neutral,neutral,pad,1,None,0,0,0
test_dia46_utt0_spk28,pad,pad,joy,pad,pad,None,None,0,None,None
test_dia46_utt1_spk28,test_dia46_utt0_spk28,pad,joy,joy,pad,1,None,0,0,0
test_dia46_utt2_spk28,test_dia46_utt1_spk28,pad,joy,joy,pad,1,None,0,0,0
test_dia46_utt3_spk28,test_dia46_utt2_spk28,pad,joy,joy,pad,1,None,0,0,0
test_dia46_utt4_spk28,test_dia46_utt3_spk28,pad,joy,joy,pad,1,None,0,0,0
test_dia46_utt5_spk28,test_dia46_utt4_spk28,pad,joy,joy,pad,1,None,0,0,0
test_dia46_utt7_spk5,pad,test_dia46_utt6_spk28,joy,pad,neutral,None,1,0,None,0
test_dia47_utt0_spk2,pad,pad,sadness,pad,pad,None,None,0,None,None
test_dia47_utt1_spk2,test_dia47_utt0_spk2,pad,sadness,sadness,pad,1,None,0,0,0
test_dia47_utt2_spk2,test_dia47_utt1_spk2,pad,sadness,sadness,pad,1,None,0,0,0
test_dia47_utt4_spk2,test_dia47_utt3_spk2,pad,neutral,neutral,pad,1,None,0,0,0
test_dia47_utt5_spk7,test_dia47_utt4_spk2,pad,neutral,neutral,pad,1,None,0,0,0
test_dia47_utt8_spk6,test_dia47_utt7_spk7,pad,neutral,neutral,pad,1,None,0,0,0
test_dia47_utt9_spk7,test_dia47_utt8_spk6,pad,neutral,neutral,pad,1,None,0,0,0
test_dia47_utt10_spk2,test_dia47_utt9_spk7,pad,neutral,neutral,pad,1,None,0,0,0
test_dia47_utt11_spk6,test_dia47_utt10_spk2,pad,neutral,neutral,pad,1,None,0,0,0
test_dia47_utt12_spk7,test_dia47_utt11_spk6,pad,neutral,neutral,pad,1,None,0,0,0
test_dia47_utt13_spk6,test_dia47_utt12_spk7,pad,neutral,neutral,pad,1,None,0,0,0
test_dia48_utt0_spk6,pad,pad,neutral,pad,pad,None,None,0,None,None
test_dia48_utt1_spk5,test_dia48_utt0_spk6,pad,neutral,neutral,pad,1,None,0,0,0
test_dia48_utt2_spk6,test_dia48_utt1_spk5,pad,neutral,neutral,pad,1,None,0,0,0
test_dia48_utt4_spk2,test_dia48_utt3_spk7,pad,joy,joy,pad,1,None,0,0,0
test_dia48_utt5_spk3,test_dia48_utt4_spk2,pad,joy,joy,pad,1,None,0,0,0
test_dia48_utt6_spk2,test_dia48_utt5_spk3,pad,joy,joy,pad,1,None,0,0,0
test_dia49_utt0_spk6,pad,pad,joy,pad,pad,None,None,0,None,None
test_dia49_utt1_spk7,test_dia49_utt0_spk6,pad,joy,joy,pad,1,None,0,0,0
test_dia49_utt3_spk7,test_dia49_utt2_spk2,pad,neutral,neutral,pad,1,None,0,0,0
test_dia49_utt4_spk2,test_dia49_utt3_spk7,pad,neutral,neutral,pad,1,None,0,0,0
test_dia49_utt5_spk6,test_dia49_utt4_spk2,pad,neutral,neutral,pad,1,None,0,0,0
test_dia49_utt6_spk2,test_dia49_utt5_spk6,pad,neutral,neutral,pad,1,None,0,0,0
test_dia49_utt7_spk6,test_dia49_utt6_spk2,pad,neutral,neutral,pad,1,None,0,0,0
test_dia49_utt8_spk7,test_dia49_utt7_spk6,pad,neutral,neutral,pad,1,None,0,0,0
test_dia49_utt16_spk6,test_dia49_utt15_spk7,pad,neutral,neutral,pad,1,None,0,0,0
test_dia50_utt0_spk3,pad,pad,neutral,pad,pad,None,None,0,None,None
test_dia50_utt1_spk7,test_dia50_utt0_spk3,pad,neutral,neutral,pad,1,None,0,0,0
test_dia50_utt3_spk7,test_dia50_utt1_spk7,test_dia50_utt2_spk30,neutral,neutral,fear,2,1,0,0,0
test_dia51_utt0_spk2,pad,pad,joy,pad,pad,None,None,0,None,None
test_dia51_utt1_spk1,test_dia51_utt0_spk2,pad,joy,joy,pad,1,None,0,0,0
test_dia52_utt0_spk3,pad,pad,neutral,pad,pad,None,None,0,None,None
test_dia52_utt5_spk2,test_dia52_utt4_spk3,pad,neutral,neutral,pad,1,None,0,0,0
test_dia52_utt6_spk3,test_dia52_utt5_spk2,pad,neutral,neutral,pad,1,None,0,0,0
test_dia52_utt11_spk3,test_dia52_utt10_spk3,pad,anger,anger,pad,1,None,0,0,0
test_dia53_utt3_spk1,test_dia53_utt2_spk6,pad,joy,joy,pad,1,None,0,0,0
test_dia53_utt4_spk6,test_dia53_utt3_spk1,pad,joy,joy,pad,1,None,0,0,0
test_dia53_utt7_spk1,test_dia53_utt6_spk6,pad,sadness,sadness,pad,1,None,0,0,0
test_dia53_utt12_spk6,test_dia53_utt11_spk1,pad,joy,joy,pad,1,None,0,0,0
test_dia54_utt0_spk31,pad,pad,neutral,pad,pad,None,None,0,None,None
test_dia54_utt1_spk1,pad,test_dia54_utt0_spk31,neutral,pad,neutral,None,1,0,None,0
test_dia54_utt2_spk31,test_dia54_utt0_spk31,test_dia54_utt1_spk1,neutral,neutral,neutral,2,1,0,0,0
test_dia54_utt4_spk31,test_dia54_utt2_spk31,test_dia54_utt3_spk3,neutral,neutral,anger,2,1,0,0,0
test_dia54_utt9_spk31,test_dia54_utt4_spk31,test_dia54_utt8_spk1,neutral,neutral,neutral,5,1,0,0,0
test_dia54_utt11_spk1,test_dia54_utt10_spk3,test_dia54_utt9_spk31,sadness,sadness,neutral,1,2,0,0,0
test_dia55_utt0_spk1,pad,pad,neutral,pad,pad,None,None,0,None,None
test_dia55_utt1_spk1,test_dia55_utt0_spk1,pad,neutral,neutral,pad,1,None,0,0,0
test_dia56_utt0_spk1,pad,pad,sadness,pad,pad,None,None,0,None,None
test_dia56_utt8_spk1,test_dia56_utt7_spk3,pad,joy,joy,pad,1,None,0,0,0
test_dia57_utt0_spk6,pad,pad,neutral,pad,pad,None,None,0,None,None
test_dia57_utt2_spk6,test_dia57_utt1_spk7,pad,joy,joy,pad,1,None,0,0,0
test_dia58_utt0_spk7,pad,pad,joy,pad,pad,None,None,0,None,None
test_dia58_utt1_spk6,test_dia58_utt0_spk7,pad,joy,joy,pad,1,None,0,0,0
test_dia58_utt2_spk7,test_dia58_utt1_spk6,pad,joy,joy,pad,1,None,0,0,0
test_dia58_utt3_spk6,test_dia58_utt2_spk7,pad,joy,joy,pad,1,None,0,0,0
test_dia58_utt5_spk6,test_dia58_utt4_spk7,pad,neutral,neutral,pad,1,None,0,0,0
test_dia58_utt6_spk7,test_dia58_utt5_spk6,pad,neutral,neutral,pad,1,None,0,0,0
test_dia58_utt10_spk7,test_dia58_utt9_spk7,pad,sadness,sadness,pad,1,None,0,0,0
test_dia58_utt13_spk6,test_dia58_utt12_spk7,pad,joy,joy,pad,1,None,0,0,0
test_dia58_utt15_spk6,test_dia58_utt14_spk7,pad,neutral,neutral,pad,1,None,0,0,0
test_dia59_utt0_spk3,pad,pad,neutral,pad,pad,None,None,0,None,None
test_dia59_utt1_spk1,test_dia59_utt0_spk3,pad,neutral,neutral,pad,1,None,0,0,0
test_dia60_utt1_spk15,pad,test_dia60_utt0_spk7,neutral,pad,fear,None,1,0,None,0
test_dia62_utt0_spk33,pad,pad,neutral,pad,pad,None,None,0,None,None
test_dia62_utt1_spk7,pad,test_dia62_utt0_spk33,anger,pad,neutral,None,1,0,None,0
test_dia63_utt0_spk5,pad,pad,neutral,pad,pad,None,None,0,None,None
test_dia63_utt1_spk3,test_dia63_utt0_spk5,pad,neutral,neutral,pad,1,None,0,0,0
test_dia64_utt0_spk7,pad,pad,anger,pad,pad,None,None,0,None,None
test_dia64_utt3_spk3,test_dia64_utt2_spk7,pad,anger,anger,pad,1,None,0,0,0
test_dia64_utt4_spk7,test_dia64_utt3_spk3,pad,anger,anger,pad,1,None,0,0,0
test_dia64_utt6_spk7,test_dia64_utt5_spk3,pad,neutral,neutral,pad,1,None,0,0,0
test_dia64_utt7_spk34,pad,test_dia64_utt6_spk7,neutral,pad,neutral,None,1,0,None,0
test_dia64_utt8_spk2,test_dia64_utt6_spk7,test_dia64_utt7_spk34,neutral,neutral,neutral,2,1,0,0,0
test_dia64_utt9_spk34,test_dia64_utt7_spk34,test_dia64_utt8_spk2,neutral,neutral,neutral,2,1,0,0,0
test_dia64_utt10_spk2,test_dia64_utt8_spk2,test_dia64_utt9_spk34,neutral,neutral,neutral,2,1,0,0,0
test_dia64_utt11_spk2,test_dia64_utt10_spk2,test_dia64_utt9_spk34,neutral,neutral,neutral,1,2,0,0,0
test_dia64_utt13_spk34,test_dia64_utt9_spk34,test_dia64_utt12_spk2,neutral,neutral,sadness,4,1,0,0,0
test_dia64_utt15_spk34,test_dia64_utt13_spk34,test_dia64_utt14_spk2,neutral,neutral,surprise,2,1,0,0,0
test_dia65_utt0_spk7,pad,pad,neutral,pad,pad,None,None,0,None,None
